id	source_word	source_language	target_word	target_language	relation_type
er3860	son	eng	Sohn	deu	cognate
er3861	son	eng	zoon	nld	cognate
er3862	son	eng	son	swe	cognate
er3863	son	eng	sønn	nor	cognate
er3864	son	eng	søn	dan	cognate
er3865	daughter	eng	Tochter	deu	cognate
er3866	daughter	eng	dochter	nld	cognate
er3867	daughter	eng	dotter	swe	cognate
er3868	daughter	eng	datter	nor	cognate
er3869	daughter	eng	datter	dan	cognate
er3870	man	eng	Mann	deu	cognate
er3871	man	eng	man	nld	cognate
er3872	man	eng	man	swe	cognate
er3873	man	eng	mann	nor	cognate
er3874	man	eng	mand	dan	cognate
er3875	woman	eng	Frau	deu	cognate
er3876	woman	eng	vrouw	nld	cognate
er3877	woman	eng	kvinna	swe	cognate
er3878	woman	eng	kvinne	nor	cognate
er3879	woman	eng	kvinde	dan	cognate
er3880	child	eng	Kind	deu	cognate
er3881	child	eng	kind	nld	cognate
er3882	child	eng	barn	swe	cognate
er3883	child	eng	barn	nor	cognate
er3884	child	eng	barn	dan	cognate
er3885	friend	eng	Freund	deu	cognate
er3886	friend	eng	vriend	nld	cognate
er3887	friend	eng	vän	swe	cognate
er3888	friend	eng	venn	nor	cognate
er3889	friend	eng	ven	dan	cognate
er3890	king	eng	König	deu	cognate
er3891	king	eng	koning	nld	cognate
er3892	king	eng	kung	swe	cognate
er3893	king	eng	konge	nor	cognate
er3894	king	eng	konge	dan	cognate
er3895	knight	eng	Knecht	deu	cognate
er3896	knight	eng	knecht	nld	cognate
er3897	knight	eng	knekt	swe	cognate
er3898	knight	eng	knekt	nor	cognate
er3899	knight	eng	knægt	dan	cognate
er3900	sword	eng	Schwert	deu	cognate
er3901	sword	eng	zwaard	nld	cognate
er3902	sword	eng	svärd	swe	cognate
er3903	sword	eng	sverd	nor	cognate
er3904	sword	eng	sværd	dan	cognate
er3905	shield	eng	Schild	deu	cognate
er3906	shield	eng	schild	nld	cognate
er3907	shield	eng	sköld	swe	cognate
er3908	shield	eng	skjold	nor	cognate
er3909	shield	eng	skjold	dan	cognate
er3910	ship	eng	Schiff	deu	cognate
er3911	ship	eng	schip	nld	cognate
er3912	ship	eng	skepp	swe	cognate
er3913	ship	eng	skip	nor	cognate
er3914	ship	eng	skib	dan	cognate
er3915	boat	eng	Boot	deu	cognate
er3916	boat	eng	boot	nld	cognate
er3917	boat	eng	båt	swe	cognate
er3918	boat	eng	båt	nor	cognate
er3919	boat	eng	båd	dan	cognate
er3920	bridge	eng	Brücke	deu	cognate
er3921	bridge	eng	brug	nld	cognate
er3922	bridge	eng	bro	swe	cognate
er3923	bridge	eng	bru	nor	cognate
er3924	bridge	eng	bro	dan	cognate
er3925	road	eng	Straße	deu	cognate
er3926	road	eng	straat	nld	cognate
er3927	road	eng	gata	swe	cognate
er3928	road	eng	gate	nor	cognate
er3929	road	eng	gade	dan	cognate
er3930	land	eng	Land	deu	cognate
er3931	land	eng	land	nld	cognate
er3932	land	eng	land	swe	cognate
er3933	land	eng	land	nor	cognate
er3934	land	eng	land	dan	cognate
er3935	field	eng	Feld	deu	cognate
er3936	field	eng	veld	nld	cognate
er3937	field	eng	fält	swe	cognate
er3938	field	eng	felt	nor	cognate
er3939	field	eng	felt	dan	cognate
er3940	hill	eng	Hügel	deu	cognate
er3941	hill	eng	heuvel	nld	cognate
er3942	hill	eng	kulle	swe	cognate
er3943	hill	eng	haug	nor	cognate
er3944	hill	eng	høj	dan	cognate
er3945	island	eng	Insel	deu	cognate
er3946	island	eng	eiland	nld	cognate
er3947	island	eng	ö	swe	cognate
er3948	island	eng	øy	nor	cognate
er3949	island	eng	ø	dan	cognate
er3950	sea	eng	See	deu	cognate
er3951	sea	eng	zee	nld	cognate
er3952	sea	eng	sjö	swe	cognate
er3953	sea	eng	sjø	nor	cognate
er3954	sea	eng	sø	dan	cognate
er3955	storm	eng	Sturm	deu	cognate
er3956	storm	eng	storm	nld	cognate
er3957	storm	eng	storm	swe	cognate
er3958	storm	eng	storm	nor	cognate
er3959	storm	eng	storm	dan	cognate
er3960	rain	eng	Regen	deu	cognate
er3961	rain	eng	regen	nld	cognate
er3962	rain	eng	regn	swe	cognate
er3963	rain	eng	regn	nor	cognate
er3964	rain	eng	regn	dan	cognate
er3965	snow	eng	Schnee	deu	cognate
er3966	snow	eng	sneeuw	nld	cognate
er3967	snow	eng	snö	swe	cognate
er3968	snow	eng	snø	nor	cognate
er3969	snow	eng	sne	dan	cognate
er3970	ice	eng	Eis	deu	cognate
er3971	ice	eng	ijs	nld	cognate
er3972	ice	eng	is	swe	cognate
er3973	ice	eng	is	nor	cognate
er3974	ice	eng	is	dan	cognate
er3975	cold	eng	kalt	deu	cognate
er3976	cold	eng	koud	nld	cognate
er3977	cold	eng	kall	swe	cognate
er3978	cold	eng	kald	nor	cognate
er3979	cold	eng	kold	dan	cognate
er3980	warm	eng	warm	deu	cognate
er3981	warm	eng	warm	nld	cognate
er3982	warm	eng	varm	swe	cognate
er3983	warm	eng	varm	nor	cognate
er3984	warm	eng	varm	dan	cognate
er3985	hot	eng	heiß	deu	cognate
er3986	hot	eng	heet	nld	cognate
er3987	hot	eng	het	swe	cognate
er3988	hot	eng	het	nor	cognate
er3989	hot	eng	hed	dan	cognate
er3990	day	eng	Tag	deu	cognate
er3991	day	eng	dag	nld	cognate
er3992	day	eng	dag	swe	cognate
er3993	day	eng	dag	nor	cognate
er3994	day	eng	dag	dan	cognate
er3995	night	eng	Nacht	deu	cognate
er3996	night	eng	nacht	nld	cognate
er3997	night	eng	natt	swe	cognate
er3998	night	eng	natt	nor	cognate
er3999	night	eng	nat	dan	cognate
er4000	morning	eng	Morgen	deu	cognate
er4001	morning	eng	morgen	nld	cognate
er4002	morning	eng	morgon	swe	cognate
er4003	morning	eng	morgen	nor	cognate
er4004	morning	eng	morgen	dan	cognate
er4005	evening	eng	Abend	deu	cognate
er4006	evening	eng	avond	nld	cognate
er4007	evening	eng	afton	swe	cognate
er4008	evening	eng	aften	nor	cognate
er4009	evening	eng	aften	dan	cognate
er4010	year	eng	Jahr	deu	cognate
er4011	year	eng	jaar	nld	cognate
er4012	year	eng	år	swe	cognate
er4013	year	eng	år	nor	cognate
er4014	year	eng	år	dan	cognate
er4015	winter	eng	Winter	deu	cognate
er4016	winter	eng	winter	nld	cognate
er4017	winter	eng	vinter	swe	cognate
er4018	winter	eng	vinter	nor	cognate
er4019	winter	eng	vinter	dan	cognate
er4020	summer	eng	Sommer	deu	cognate
er4021	summer	eng	zomer	nld	cognate
er4022	summer	eng	sommar	swe	cognate
er4023	summer	eng	sommer	nor	cognate
er4024	summer	eng	sommer	dan	cognate
er4025	spring	eng	Frühling	deu	cognate
er4026	spring	eng	lente	nld	cognate
er4027	spring	eng	vår	swe	cognate
er4028	spring	eng	vår	nor	cognate
er4029	spring	eng	forår	dan	cognate
er4030	hand	eng	Hand	deu	cognate
er4031	hand	eng	hand	nld	cognate
er4032	hand	eng	hand	swe	cognate
er4033	hand	eng	hånd	nor	cognate
er4034	hand	eng	hånd	dan	cognate
er4035	foot	eng	Fuß	deu	cognate
er4036	foot	eng	voet	nld	cognate
er4037	foot	eng	fot	swe	cognate
er4038	foot	eng	fot	nor	cognate
er4039	foot	eng	fod	dan	cognate
er4040	head	eng	Haupt	deu	cognate
er4041	head	eng	hoofd	nld	cognate
er4042	head	eng	huvud	swe	cognate
er4043	head	eng	hode	nor	cognate
er4044	head	eng	hoved	dan	cognate
er4045	eye	eng	Auge	deu	cognate
er4046	eye	eng	oog	nld	cognate
er4047	eye	eng	öga	swe	cognate
er4048	eye	eng	øye	nor	cognate
er4049	eye	eng	øje	dan	cognate
er4050	ear	eng	Ohr	deu	cognate
er4051	ear	eng	oor	nld	cognate
er4052	ear	eng	öra	swe	cognate
er4053	ear	eng	øre	nor	cognate
er4054	ear	eng	øre	dan	cognate
er4055	nose	eng	Nase	deu	cognate
er4056	nose	eng	neus	nld	cognate
er4057	nose	eng	näsa	swe	cognate
er4058	nose	eng	nese	nor	cognate
er4059	nose	eng	næse	dan	cognate
er4060	mouth	eng	Mund	deu	cognate
er4061	mouth	eng	mond	nld	cognate
er4062	mouth	eng	mun	swe	cognate
er4063	mouth	eng	munn	nor	cognate
er4064	mouth	eng	mund	dan	cognate
er4065	tooth	eng	Zahn	deu	cognate
er4066	tooth	eng	tand	nld	cognate
er4067	tooth	eng	tand	swe	cognate
er4068	tooth	eng	tann	nor	cognate
er4069	tooth	eng	tand	dan	cognate
er4070	hair	eng	Haar	deu	cognate
er4071	hair	eng	haar	nld	cognate
er4072	hair	eng	hår	swe	cognate
er4073	hair	eng	hår	nor	cognate
er4074	hair	eng	hår	dan	cognate
er4075	heart	eng	Herz	deu	cognate
er4076	heart	eng	hart	nld	cognate
er4077	heart	eng	hjärta	swe	cognate
er4078	heart	eng	hjerte	nor	cognate
er4079	heart	eng	hjerte	dan	cognate
er4080	blood	eng	Blut	deu	cognate
er4081	blood	eng	bloed	nld	cognate
er4082	blood	eng	blod	swe	cognate
er4083	blood	eng	blod	nor	cognate
er4084	blood	eng	blod	dan	cognate
er4085	bone	eng	Bein	deu	cognate
er4086	bone	eng	been	nld	cognate
er4087	bone	eng	ben	swe	cognate
er4088	bone	eng	bein	nor	cognate
er4089	bone	eng	ben	dan	cognate
er4090	skin	eng	Haut	deu	cognate
er4091	skin	eng	huid	nld	cognate
er4092	skin	eng	hud	swe	cognate
er4093	skin	eng	hud	nor	cognate
er4094	skin	eng	hud	dan	cognate
er4095	arm	eng	Arm	deu	cognate
er4096	arm	eng	arm	nld	cognate
er4097	arm	eng	arm	swe	cognate
er4098	arm	eng	arm	nor	cognate
er4099	arm	eng	arm	dan	cognate
er4100	knee	eng	Knie	deu	cognate
er4101	knee	eng	knie	nld	cognate
er4102	knee	eng	knä	swe	cognate
er4103	knee	eng	kne	nor	cognate
er4104	knee	eng	knæ	dan	cognate
er4105	finger	eng	Finger	deu	cognate
er4106	finger	eng	vinger	nld	cognate
er4107	finger	eng	finger	swe	cognate
er4108	finger	eng	finger	nor	cognate
er4109	finger	eng	finger	dan	cognate
er4110	nail	eng	Nagel	deu	cognate
er4111	nail	eng	nagel	nld	cognate
er4112	nail	eng	nagel	swe	cognate
er4113	nail	eng	negl	nor	cognate
er4114	nail	eng	negl	dan	cognate
er4115	back	eng	Rücken	deu	cognate
er4116	back	eng	rug	nld	cognate
er4117	back	eng	rygg	swe	cognate
er4118	back	eng	rygg	nor	cognate
er4119	back	eng	ryg	dan	cognate
er4120	dog	eng	Hund	deu	cognate
er4121	dog	eng	hond	nld	cognate
er4122	dog	eng	hund	swe	cognate
er4123	dog	eng	hund	nor	cognate
er4124	dog	eng	hund	dan	cognate
er4125	cat	eng	Katze	deu	cognate
er4126	cat	eng	kat	nld	cognate
er4127	cat	eng	katt	swe	cognate
er4128	cat	eng	katt	nor	cognate
er4129	cat	eng	kat	dan	cognate
er4130	horse	eng	Pferd	deu	cognate
er4131	horse	eng	paard	nld	cognate
er4132	horse	eng	häst	swe	cognate
er4133	horse	eng	hest	nor	cognate
er4134	horse	eng	hest	dan	cognate
er4135	cow	eng	Kuh	deu	cognate
er4136	cow	eng	koe	nld	cognate
er4137	cow	eng	ko	swe	cognate
er4138	cow	eng	ku	nor	cognate
er4139	cow	eng	ko	dan	cognate
er4140	sheep	eng	Schaf	deu	cognate
er4141	sheep	eng	schaap	nld	cognate
er4142	sheep	eng	får	swe	cognate
er4143	sheep	eng	sau	nor	cognate
er4144	sheep	eng	får	dan	cognate
er4145	wolf	eng	Wolf	deu	cognate
er4146	wolf	eng	wolf	nld	cognate
er4147	wolf	eng	varg	swe	cognate
er4148	wolf	eng	ulv	nor	cognate
er4149	wolf	eng	ulv	dan	cognate
er4150	bear	eng	Bär	deu	cognate
er4151	bear	eng	beer	nld	cognate
er4152	bear	eng	björn	swe	cognate
er4153	bear	eng	bjørn	nor	cognate
er4154	bear	eng	bjørn	dan	cognate
er4155	fox	eng	Fuchs	deu	cognate
er4156	fox	eng	vos	nld	cognate
er4157	fox	eng	räv	swe	cognate
er4158	fox	eng	rev	nor	cognate
er4159	fox	eng	ræv	dan	cognate
er4160	bird	eng	Vogel	deu	cognate
er4161	bird	eng	vogel	nld	cognate
er4162	bird	eng	fågel	swe	cognate
er4163	bird	eng	fugl	nor	cognate
er4164	bird	eng	fugl	dan	cognate
er4165	worm	eng	Wurm	deu	cognate
er4166	worm	eng	worm	nld	cognate
er4167	worm	eng	mask	swe	cognate
er4168	worm	eng	orm	nor	cognate
er4169	worm	eng	orm	dan	cognate
er4170	mouse	eng	Maus	deu	cognate
er4171	mouse	eng	muis	nld	cognate
er4172	mouse	eng	mus	swe	cognate
er4173	mouse	eng	mus	nor	cognate
er4174	mouse	eng	mus	dan	cognate
er4175	one	eng	eins	deu	cognate
er4176	one	eng	een	nld	cognate
er4177	one	eng	en	swe	cognate
er4178	one	eng	en	nor	cognate
er4179	one	eng	en	dan	cognate
er4180	two	eng	zwei	deu	cognate
er4181	two	eng	twee	nld	cognate
er4182	two	eng	två	swe	cognate
er4183	two	eng	to	nor	cognate
er4184	two	eng	to	dan	cognate
er4185	three	eng	drei	deu	cognate
er4186	three	eng	drie	nld	cognate
er4187	three	eng	tre	swe	cognate
er4188	three	eng	tre	nor	cognate
er4189	three	eng	tre	dan	cognate
er4190	four	eng	vier	deu	cognate
er4191	four	eng	vier	nld	cognate
er4192	four	eng	fyra	swe	cognate
er4193	four	eng	fire	nor	cognate
er4194	four	eng	fire	dan	cognate
er4195	five	eng	fünf	deu	cognate
er4196	five	eng	vijf	nld	cognate
er4197	five	eng	fem	swe	cognate
er4198	five	eng	fem	nor	cognate
er4199	five	eng	fem	dan	cognate
er4200	six	eng	sechs	deu	cognate
er4201	six	eng	zes	nld	cognate
er4202	six	eng	sex	swe	cognate
er4203	six	eng	seks	nor	cognate
er4204	six	eng	seks	dan	cognate
er4205	seven	eng	sieben	deu	cognate
er4206	seven	eng	zeven	nld	cognate
er4207	seven	eng	sju	swe	cognate
er4208	seven	eng	syv	nor	cognate
er4209	seven	eng	syv	dan	cognate
er4210	eight	eng	acht	deu	cognate
er4211	eight	eng	acht	nld	cognate
er4212	eight	eng	åtta	swe	cognate
er4213	eight	eng	åtte	nor	cognate
er4214	eight	eng	otte	dan	cognate
er4215	nine	eng	neun	deu	cognate
er4216	nine	eng	negen	nld	cognate
er4217	nine	eng	nio	swe	cognate
er4218	nine	eng	ni	nor	cognate
er4219	nine	eng	ni	dan	cognate
er4220	ten	eng	zehn	deu	cognate
er4221	ten	eng	tien	nld	cognate
er4222	ten	eng	tio	swe	cognate
er4223	ten	eng	ti	nor	cognate
er4224	ten	eng	ti	dan	cognate
er4225	al-jabr	arb	algebra	eng	borrowed_from
er4226	al-kimiya	arb	alchemy	eng	borrowed_from
er4227	al-kuhl	arb	alcohol	eng	borrowed_from
er4228	al-qutun	arb	cotton	eng	borrowed_from
er4229	sukkar	arb	sugar	eng	borrowed_from
er4230	qahwa	arb	coffee	eng	borrowed_from
er4231	limon	arb	lemon	eng	borrowed_from
er4232	naranj	arb	orange	eng	borrowed_from
er4233	qanun	arb	canon	eng	borrowed_from
er4234	tarifa	arb	tariff	eng	borrowed_from
er4235	makhzan	arb	magazine	eng	borrowed_from
er4236	qitar	arb	guitar	eng	borrowed_from
er4237	sifr	arb	cipher	eng	borrowed_from
er4238	admiral	arb	admiral	eng	borrowed_from
er4239	safar	arb	safari	eng	borrowed_from
er4240	khamsin	arb	monsoon	eng	borrowed_from
er4241	harem	arb	harem	eng	borrowed_from
er4242	sultan	arb	sultan	eng	borrowed_from
er4243	sheikh	arb	sheikh	eng	borrowed_from
er4244	wadi	arb	wadi	eng	borrowed_from
er4245	minaret	arb	minaret	eng	borrowed_from
er4246	muezzin	arb	muezzin	eng	borrowed_from
er4247	fatwa	arb	fatwa	eng	borrowed_from
er4248	jihad	arb	jihad	eng	borrowed_from
er4249	halal	arb	halal	eng	borrowed_from
er4250	imam	arb	imam	eng	borrowed_from
er4251	al-qutun	arb	algodón	spa	borrowed_from
er4252	sukkar	arb	azúcar	spa	borrowed_from
er4253	al-makhada	arb	almohada	spa	borrowed_from
er4254	al-qadi	arb	alcalde	spa	borrowed_from
er4255	al-zarqa	arb	azul	spa	borrowed_from
er4256	al-qubba	arb	alcoba	spa	borrowed_from
er4257	wadi	arb	guadal	spa	borrowed_from
er4258	tarifa	arb	tarifa	spa	borrowed_from
er4259	al-jabr	arb	álgebra	spa	borrowed_from
er4260	al-fakhkhar	arb	alfar	spa	borrowed_from
er4261	al-zayt	arb	aceite	spa	borrowed_from
er4262	al-qantara	arb	alcantarilla	spa	borrowed_from
er4263	al-ard	arb	azotea	spa	borrowed_from
er4264	al-baytar	arb	albéitar	spa	borrowed_from
er4265	al-burj	arb	alboroque	spa	borrowed_from
er4266	al-dajaj	arb	aldea	spa	borrowed_from
er4267	al-funduq	arb	alhóndiga	spa	borrowed_from
er4268	al-majlis	arb	almazara	spa	borrowed_from
er4269	al-manara	arb	alminar	spa	borrowed_from
er4270	al-raml	arb	alfombra	spa	borrowed_from
er4271	al-makhada	arb	almofada	por	borrowed_from
er4272	sukkar	arb	açúcar	por	borrowed_from
er4273	al-qutun	arb	algodão	por	borrowed_from
er4274	wadi	arb	guadal	por	borrowed_from
er4275	al-zayt	arb	azeite	por	borrowed_from
er4276	al-qadi	arb	alcaide	por	borrowed_from
er4277	al-zarqa	arb	azul	por	borrowed_from
er4278	al-funduq	arb	alfândega	por	borrowed_from
er4279	al-majlis	arb	almazém	por	borrowed_from
er4280	al-manara	arb	almirante	por	borrowed_from
er4281	sukkar	arb	zucchero	ita	borrowed_from
er4282	qahwa	arb	caffè	ita	borrowed_from
er4283	limon	arb	limone	ita	borrowed_from
er4284	naranj	arb	arancia	ita	borrowed_from
er4285	makhzan	arb	magazzino	ita	borrowed_from
er4286	tarifa	arb	tariffa	ita	borrowed_from
er4287	qanun	arb	canone	ita	borrowed_from
er4288	al-kimiya	arb	alchimia	ita	borrowed_from
er4289	sifr	arb	cifra	ita	borrowed_from
er4290	al-qutun	arb	cotone	ita	borrowed_from
er4291	bāzār	pes	bazaar	eng	borrowed_from
er4292	kāravān	pes	caravan	eng	borrowed_from
er4293	šāl	pes	shawl	eng	borrowed_from
er4294	pižāma	pes	pajamas	eng	borrowed_from
er4295	šaker	pes	checkmate	eng	borrowed_from
er4296	lājevard	pes	azure	eng	borrowed_from
er4297	nārenj	pes	orange	fra	borrowed_from
er4298	pārdēs	pes	paradise	eng	borrowed_from
er4299	lāle	pes	tulip	eng	borrowed_from
er4300	xāk	pes	khaki	eng	borrowed_from
er4301	dīvān	pes	divan	eng	borrowed_from
er4302	šīrāz	pes	shiraz	eng	borrowed_from
er4303	rang	pes	rank	eng	borrowed_from
er4304	tāzī	pes	taffeta	eng	borrowed_from
er4305	jāsaman	pes	jasmine	eng	borrowed_from
er4306	sūk	pes	souk	eng	borrowed_from
er4307	narges	pes	narcissus	eng	borrowed_from
er4308	limu	pes	lime	eng	borrowed_from
er4309	pilaw	pes	pilaf	eng	borrowed_from
er4310	šarbet	pes	sherbet	eng	borrowed_from
er4311	bādām	pes	almond	spa	borrowed_from
er4312	nārenj	pes	naranja	spa	borrowed_from
er4313	lājevard	pes	azur	fra	borrowed_from
er4314	šāl	pes	châle	fra	borrowed_from
er4315	kāravān	pes	caravane	fra	borrowed_from
er4316	bāzār	pes	bazar	fra	borrowed_from
er4317	pārdēs	pes	paradiso	ita	borrowed_from
er4318	dīvān	pes	divano	ita	borrowed_from
er4319	pilaw	pes	pilav	tur	borrowed_from
er4320	šarbet	pes	şerbet	tur	borrowed_from
er4321	kitāb	pes	kitab	hin	borrowed_from
er4322	darvāza	pes	darwaza	hin	borrowed_from
er4323	zamīn	pes	zamin	hin	borrowed_from
er4324	āsmān	pes	aasman	hin	borrowed_from
er4325	bāġ	pes	bagh	hin	borrowed_from
er4326	čāy	pes	chai	hin	borrowed_from
er4327	rang	pes	rang	hin	borrowed_from
er4328	dil	pes	dil	hin	borrowed_from
er4329	jān	pes	jaan	hin	borrowed_from
er4330	dunyā	pes	duniya	hin	borrowed_from
er4331	yoga	san	yoga	eng	borrowed_from
er4332	guru	san	guru	eng	borrowed_from
er4333	karma	san	karma	eng	borrowed_from
er4334	dharma	san	dharma	eng	borrowed_from
er4335	mantra	san	mantra	eng	borrowed_from
er4336	nirvana	san	nirvana	eng	borrowed_from
er4337	avatar	san	avatar	eng	borrowed_from
er4338	chakra	san	chakra	eng	borrowed_from
er4339	mandala	san	mandala	eng	borrowed_from
er4340	sutra	san	sutra	eng	borrowed_from
er4341	tantra	san	tantra	eng	borrowed_from
er4342	swastika	san	swastika	eng	borrowed_from
er4343	ahimsa	san	ahimsa	eng	borrowed_from
er4344	moksha	san	moksha	eng	borrowed_from
er4345	pundit	san	pundit	eng	borrowed_from
er4346	juggernaut	san	juggernaut	eng	borrowed_from
er4347	thug	san	thug	eng	borrowed_from
er4348	jungle	san	jungle	eng	borrowed_from
er4349	cheetah	san	cheetah	eng	borrowed_from
er4350	loot	san	loot	eng	borrowed_from
er4351	vidya	san	vidya	hin	borrowed_from
er4352	dharma	san	dharm	hin	borrowed_from
er4353	karma	san	karm	hin	borrowed_from
er4354	puja	san	puja	hin	borrowed_from
er4355	deva	san	dev	hin	borrowed_from
er4356	raja	san	raja	hin	borrowed_from
er4357	guru	san	guru	hin	borrowed_from
er4358	mata	san	mata	hin	borrowed_from
er4359	pita	san	pita	hin	borrowed_from
er4360	putra	san	putra	hin	borrowed_from
er4361	jala	san	jal	hin	borrowed_from
er4362	agni	san	agni	hin	borrowed_from
er4363	vayu	san	vayu	hin	borrowed_from
er4364	prithvi	san	prithvi	hin	borrowed_from
er4365	akasha	san	akash	hin	borrowed_from
er4366	surya	san	suraj	hin	borrowed_from
er4367	chandra	san	chand	hin	borrowed_from
er4368	nakshatra	san	nakshatra	hin	borrowed_from
er4369	graha	san	grah	hin	borrowed_from
er4370	yuga	san	yug	hin	borrowed_from
er4371	vidya	san	bidya	ben	borrowed_from
er4372	dharma	san	dhormo	ben	borrowed_from
er4373	karma	san	kormo	ben	borrowed_from
er4374	guru	san	guru	ben	borrowed_from
er4375	puja	san	puja	ben	borrowed_from
er4376	deva	san	deb	ben	borrowed_from
er4377	mata	san	mata	ben	borrowed_from
er4378	pita	san	pita	ben	borrowed_from
er4379	jala	san	jol	ben	borrowed_from
er4380	agni	san	ogni	ben	borrowed_from
er4381	raja	san	ratcha	tha	borrowed_from
er4382	dharma	san	tham	tha	borrowed_from
er4383	karma	san	kam	tha	borrowed_from
er4384	guru	san	khru	tha	borrowed_from
er4385	deva	san	thep	tha	borrowed_from
er4386	sutra	san	sut	tha	borrowed_from
er4387	mandala	san	monthon	tha	borrowed_from
er4388	chakra	san	chak	tha	borrowed_from
er4389	avatar	san	awatan	tha	borrowed_from
er4390	nirvana	san	nipphan	tha	borrowed_from
er4391	bahasa	san	bahasa	ind	borrowed_from
er4392	guru	san	guru	ind	borrowed_from
er4393	raja	san	raja	ind	borrowed_from
er4394	karma	san	karma	ind	borrowed_from
er4395	dharma	san	darma	ind	borrowed_from
er4396	mantra	san	mantra	ind	borrowed_from
er4397	deva	san	dewa	ind	borrowed_from
er4398	swarga	san	surga	ind	borrowed_from
er4399	putra	san	putra	ind	borrowed_from
er4400	agama	san	agama	ind	borrowed_from
er4401	cha	cmn	tea	eng	borrowed_from
er4402	dim sum	cmn	dim sum	eng	borrowed_from
er4403	wok	cmn	wok	eng	borrowed_from
er4404	kung fu	cmn	kung fu	eng	borrowed_from
er4405	tai chi	cmn	tai chi	eng	borrowed_from
er4406	feng shui	cmn	feng shui	eng	borrowed_from
er4407	tofu	cmn	tofu	eng	borrowed_from
er4408	yin	cmn	yin	eng	borrowed_from
er4409	yang	cmn	yang	eng	borrowed_from
er4410	qi	cmn	qi	eng	borrowed_from
er4411	tao	cmn	tao	eng	borrowed_from
er4412	zen	cmn	zen	eng	borrowed_from
er4413	typhoon	cmn	typhoon	eng	borrowed_from
er4414	ketchup	cmn	ketchup	eng	borrowed_from
er4415	lychee	cmn	lychee	eng	borrowed_from
er4416	chow mein	cmn	chow mein	eng	borrowed_from
er4417	bok choy	cmn	bok choy	eng	borrowed_from
er4418	kowtow	cmn	kowtow	eng	borrowed_from
er4419	gung-ho	cmn	gung-ho	eng	borrowed_from
er4420	mahjong	cmn	mahjong	eng	borrowed_from
er4421	shan	cmn	san	jpn	borrowed_from
er4422	shui	cmn	sui	jpn	borrowed_from
er4423	ren	cmn	jin	jpn	borrowed_from
er4424	tian	cmn	ten	jpn	borrowed_from
er4425	di	cmn	chi	jpn	borrowed_from
er4426	huo	cmn	ka	jpn	borrowed_from
er4427	mu	cmn	moku	jpn	borrowed_from
er4428	jin	cmn	kin	jpn	borrowed_from
er4429	tu	cmn	do	jpn	borrowed_from
er4430	yue	cmn	getsu	jpn	borrowed_from
er4431	ri	cmn	nichi	jpn	borrowed_from
er4432	xue	cmn	gaku	jpn	borrowed_from
er4433	wen	cmn	bun	jpn	borrowed_from
er4434	shi	cmn	ji	jpn	borrowed_from
er4435	guo	cmn	koku	jpn	borrowed_from
er4436	zhong	cmn	chu	jpn	borrowed_from
er4437	da	cmn	dai	jpn	borrowed_from
er4438	xiao	cmn	sho	jpn	borrowed_from
er4439	shang	cmn	jo	jpn	borrowed_from
er4440	xia	cmn	ge	jpn	borrowed_from
er4441	shan	cmn	san	kor	borrowed_from
er4442	shui	cmn	su	kor	borrowed_from
er4443	ren	cmn	in	kor	borrowed_from
er4444	tian	cmn	cheon	kor	borrowed_from
er4445	di	cmn	ji	kor	borrowed_from
er4446	huo	cmn	hwa	kor	borrowed_from
er4447	mu	cmn	mok	kor	borrowed_from
er4448	jin	cmn	geum	kor	borrowed_from
er4449	xue	cmn	hak	kor	borrowed_from
er4450	wen	cmn	mun	kor	borrowed_from
er4451	guo	cmn	guk	kor	borrowed_from
er4452	da	cmn	dae	kor	borrowed_from
er4453	zhong	cmn	jung	kor	borrowed_from
er4454	min	cmn	min	kor	borrowed_from
er4455	shi	cmn	si	kor	borrowed_from
er4456	yi	cmn	ui	kor	borrowed_from
er4457	shan	cmn	son	vie	borrowed_from
er4458	shui	cmn	thủy	vie	borrowed_from
er4459	tian	cmn	thiên	vie	borrowed_from
er4460	di	cmn	địa	vie	borrowed_from
er4461	ren	cmn	nhân	vie	borrowed_from
er4462	guo	cmn	quốc	vie	borrowed_from
er4463	xue	cmn	học	vie	borrowed_from
er4464	wen	cmn	văn	vie	borrowed_from
er4465	da	cmn	đại	vie	borrowed_from
er4466	zhong	cmn	trung	vie	borrowed_from
er4467	min	cmn	dân	vie	borrowed_from
er4468	shi	cmn	thì	vie	borrowed_from
er4469	tsunami	jpn	tsunami	eng	borrowed_from
er4470	karate	jpn	karate	eng	borrowed_from
er4471	judo	jpn	judo	eng	borrowed_from
er4472	samurai	jpn	samurai	eng	borrowed_from
er4473	ninja	jpn	ninja	eng	borrowed_from
er4474	shogun	jpn	shogun	eng	borrowed_from
er4475	geisha	jpn	geisha	eng	borrowed_from
er4476	sake	jpn	sake	eng	borrowed_from
er4477	sushi	jpn	sushi	eng	borrowed_from
er4478	ramen	jpn	ramen	eng	borrowed_from
er4479	wasabi	jpn	wasabi	eng	borrowed_from
er4480	tofu	jpn	tofu	eng	borrowed_from
er4481	origami	jpn	origami	eng	borrowed_from
er4482	bonsai	jpn	bonsai	eng	borrowed_from
er4483	kimono	jpn	kimono	eng	borrowed_from
er4484	futon	jpn	futon	eng	borrowed_from
er4485	karaoke	jpn	karaoke	eng	borrowed_from
er4486	emoji	jpn	emoji	eng	borrowed_from
er4487	anime	jpn	anime	eng	borrowed_from
