id	culture_profile_id	category	title	description	social_class	gender_context	age_group	season	time_period_start	time_period_end	sources
dl-348	cp-polynesian	clothing	Tapa Bark Cloth	Polynesian women produced tapa cloth by soaking and beating the inner bark of paper mulberry trees, then decorating it with geometric designs using plant dyes.	all	female	adult	all	300	1800	["Kooijman, Simon. Tapa in Polynesia"]
dl-349	cp-polynesian	social_customs	Tapu (Taboo) System	Polynesian societies operated under an elaborate tapu system that regulated behavior, restricting contact between sacred and common things to maintain spiritual balance.	all	all	all	all	300	1800	["Shore, Bradd. Sala'ilua: A Samoan Mystery"]
dl-350	cp-polynesian	occupation	Deep-Sea Fishing	Polynesian men fished the deep ocean using outrigger canoes, bone hooks, and extensive knowledge of fish behavior, tides, and seasonal patterns.	common	male	adult	all	300	1800	["Kirch, Patrick. On the Road of the Winds"]
dl-351	cp-polynesian	commerce	Gift Exchange Networks	Polynesian economies functioned through elaborate gift exchange (reciprocity) networks, with chiefs redistributing surplus goods to maintain social bonds and political authority.	all	all	adult	all	300	1800	["Sahlins, Marshall. Stone Age Economics"]
dl-352	cp-polynesian	transportation	Celestial Navigation	Polynesian navigators crossed thousands of miles of open ocean using star paths, wave patterns, bird flight, and cloud formations without instruments or charts.	common	male	adult	all	300	1800	["Lewis, David. We, the Navigators"]
dl-353	cp-polynesian	education	Oral Genealogical Traditions	Polynesian knowledge was transmitted through memorized genealogies, chants, and navigation lore, with specialist tohunga (priests) maintaining esoteric learning.	priestly	male	adult	all	300	1800	["Kirch, Patrick. On the Road of the Winds"]
dl-354	cp-polynesian	recreation	Surfing (He'e Nalu)	Hawaiians practiced he'e nalu (surfing) on wooden boards as both recreation and spiritual practice, with chiefs riding the longest boards on the best waves.	all	all	all	all	300	1800	["Finney, Ben. Surfing: A History of the Ancient Hawaiian Sport"]
dl-355	cp-polynesian	law	Chiefly Authority	Polynesian chiefs (ariki) administered justice through oral law, with punishments including banishment, property seizure, and death enforced by the chief's authority.	elite	male	adult	all	300	1800	["Goldman, Irving. Ancient Polynesian Society"]
dl-356	cp-polynesian	hygiene	Ocean Bathing	Polynesians bathed daily in the ocean or freshwater streams, with personal cleanliness valued as both a practical and spiritual necessity.	all	all	all	all	300	1800	["Kirch, Patrick. On the Road of the Winds"]
dl-357	cp-polynesian	timekeeping	Lunar Agricultural Calendar	Polynesian farmers followed a lunar calendar to time planting and harvesting of taro, yams, and breadfruit, with specific moon phases designated for specific crops.	all	all	adult	all	300	1800	["Best, Elsdon. The Maori Division of Time"]
dl-358	cp-polynesian	housing	Thatched Fale Open Houses	Samoan fale were open-sided structures with thatched roofs supported by posts, with woven blinds that could be lowered during rain or for privacy.	common	all	all	all	300	1800	["Shore, Bradd. Sala'ilua: A Samoan Mystery"]
dl-359	cp-polynesian	diet	Underground Oven Cooking	Polynesians cooked food in an imu (earth oven) by layering food over heated rocks in a pit, covering it with leaves and earth, and slow-cooking for hours.	all	all	adult	all	300	1800	["Kirch, Patrick. Feathered Gods and Fishhooks"]
dl-360	cp-polynesian	social_customs	Kava Ceremony	Polynesian chiefs and communities gathered for kava drinking ceremonies, where the mildly narcotic root beverage was prepared and served in prescribed ritual order.	all	male	adult	all	300	1800	["Lebot, Vincent. Kava: The Pacific Elixir"]
dl-361	cp-aboriginal-australian	housing	Bark Shelters	Aboriginal Australians constructed temporary bark shelters (gunyah) from sheets of eucalyptus bark propped against a frame, suited to their semi-nomadic lifestyle.	all	all	all	all	-50000	1788	["Flood, Josephine. The Original Australians"]
dl-362	cp-aboriginal-australian	diet	Bush Tucker Foraging	Aboriginal Australians subsisted on an extraordinarily diverse diet of bush tucker including witchetty grubs, kangaroo, yams, berries, and seeds gathered through deep ecological knowledge.	all	all	all	all	-50000	1788	["Isaacs, Jennifer. Bush Food"]
dl-363	cp-aboriginal-australian	social_customs	Dreamtime Ceremonies	Aboriginal peoples performed elaborate Dreamtime (Tjukurpa) ceremonies reenacting creation narratives through song, dance, and body painting to maintain cosmic order.	all	all	adult	all	-50000	1788	["Strehlow, T.G.H. Songs of Central Australia"]
dl-364	cp-aboriginal-australian	occupation	Fire-Stick Farming	Aboriginal Australians systematically burned grasslands to promote new growth, attract game, and maintain open hunting landscapes across the continent.	all	all	adult	dry	-50000	1788	["Gammage, Bill. The Biggest Estate on Earth"]
dl-365	cp-aboriginal-australian	education	Initiation Knowledge Transmission	Aboriginal boys underwent multi-stage initiation ceremonies over years, learning sacred songs, stories, and ritual knowledge from male elders in restricted settings.	all	male	child	all	-50000	1788	["Elkin, A.P. The Australian Aborigines"]
dl-366	cp-aboriginal-australian	law	Elder Council Dispute Resolution	Aboriginal disputes were resolved by councils of elders applying customary law, with punishments including spearing in the thigh, exile, or ritual combat.	all	all	adult	all	-50000	1788	["Berndt, Ronald. The World of the First Australians"]
dl-367	cp-aboriginal-australian	commerce	Songline Trade Routes	Aboriginal trade networks followed songlines across the continent, exchanging ochre, stone tools, shells, and pituri (native tobacco) over thousands of kilometers.	all	all	adult	all	-50000	1788	["Chatwin, Bruce. The Songlines"]
dl-368	cp-aboriginal-australian	recreation	Storytelling Around Campfires	Aboriginal evening recreation centered on storytelling around campfires, where elders narrated Dreamtime stories with accompanying sand drawings and gestures.	all	all	all	all	-50000	1788	["Berndt, Ronald. The World of the First Australians"]
dl-369	cp-aboriginal-australian	hygiene	Smoke Cleansing	Aboriginal Australians used smoke from burning eucalyptus leaves for spiritual and physical cleansing, repelling insects and purifying people and places.	all	all	all	all	-50000	1788	["Flood, Josephine. The Original Australians"]
dl-370	cp-aboriginal-australian	timekeeping	Seasonal Calendar by Stars	Aboriginal Australians tracked seasons through stellar observations, with the appearance of specific star clusters signaling times for harvesting, fishing, and ceremonies.	all	all	adult	all	-50000	1788	["Hamacher, Duane. The Role of Meteoritics in Aboriginal Australian Cosmology"]
dl-371	cp-aboriginal-australian	clothing	Possum Skin Cloaks	In southern Australia, Aboriginal peoples wore cloaks of possum skins sewn together and decorated with incised designs representing clan totems and country.	all	all	adult	winter	-50000	1788	["Flood, Josephine. The Original Australians"]
dl-372	cp-aboriginal-australian	transportation	Bark Canoes	Aboriginal peoples in riverine regions constructed bark canoes from single sheets of eucalyptus bark, using fire to shape the vessel and clay to seal seams.	all	all	adult	all	-50000	1788	["Berndt, Ronald. The World of the First Australians"]
dl-373	cp-aboriginal-australian	housing	Stone Fish Traps	Aboriginal communities built permanent stone fish traps in rivers and tidal areas, complex engineering structures used to harvest eels and fish for communal gatherings.	all	all	adult	all	-50000	1788	["Builth, Heather. Lake Condah Revisited"]
dl-374	cp-aboriginal-australian	diet	Seed Grinding for Bread	Aboriginal women in arid regions collected grass seeds and ground them on stone seed-grinders to produce flour baked into damper bread on hot coals.	all	female	adult	dry	-50000	1788	["Isaacs, Jennifer. Bush Food"]
dl-375	cp-inuit	housing	Igloo Winter Shelters	Inuit built igloos from spiral courses of packed snow blocks, creating insulated dome structures heated by seal oil lamps to temperatures above freezing inside.	all	all	all	winter	-3000	1900	["McGhee, Robert. Ancient People of the Arctic"]
dl-376	cp-inuit	diet	Seal Meat Diet	Raw and frozen seal meat provided the caloric and nutritional foundation of the Inuit diet, with blubber supplying essential fatty acids and vitamin D in the sunless winter.	all	all	all	winter	-3000	1900	["Borré, Kristen. Seal Blood, Inuit Blood, and Diet"]
dl-377	cp-inuit	clothing	Caribou Skin Parkas	Inuit women tailored double-layered caribou skin parkas (amauti), with fur facing inward on the inner layer and outward on the outer, providing insulation to -40 degrees.	all	all	adult	winter	-3000	1900	["Issenman, Betty. Sinews of Survival"]
dl-378	cp-inuit	occupation	Seal Hunting at Breathing Holes	Inuit hunters waited motionless for hours at seal breathing holes in the ice, striking instantly when a seal surfaced to breathe.	common	male	adult	winter	-3000	1900	["Balikci, Asen. The Netsilik Eskimo"]
dl-379	cp-inuit	social_customs	Drum Dance Gatherings	Inuit communities gathered for drum dance ceremonies where performers sang personal songs while beating large flat drums, settling disputes and celebrating through performance.	all	all	adult	winter	-3000	1900	["Johnston, Thomas. Drum Dance"]
dl-380	cp-inuit	commerce	Intertribal Trade Fairs	Inuit groups gathered at seasonal trade fairs, exchanging soapstone, copper, driftwood, and furs with neighboring groups across vast Arctic distances.	all	all	adult	summer	-3000	1900	["McGhee, Robert. Ancient People of the Arctic"]
dl-381	cp-inuit	education	Skills Training Through Play	Inuit children learned survival skills through miniature tools and play activities, with boys practicing hunting with small harpoons and girls learning sewing with scraps.	all	all	child	all	-3000	1900	["Briggs, Jean. Inuit Morality Play"]
dl-382	cp-inuit	law	Community Consensus	Inuit societies operated without formal chiefs or courts, resolving disputes through community consensus, song duels, or in extreme cases, collective agreement on banishment.	all	all	adult	all	-3000	1900	["Balikci, Asen. The Netsilik Eskimo"]
dl-383	cp-inuit	recreation	Cat's Cradle String Games	Inuit played intricate string figure games (ajaraaq) during long winter nights, creating patterns representing animals, people, and scenes from daily life.	all	all	all	winter	-3000	1900	["Mary-Rousselière, Guy. Inuit String Figures"]
dl-384	cp-inuit	hygiene	Urine-Based Cleaning	Inuit used aged urine as a cleaning agent for hides and clothing, with the ammonia content effectively removing grease and softening leather.	all	all	adult	all	-3000	1900	["Issenman, Betty. Sinews of Survival"]
dl-385	cp-inuit	transportation	Dog Sled Travel	Inuit traveled across ice and snow by dog sled (qamutik), with teams of up to twelve dogs pulling loaded sleds over hundreds of kilometers.	all	all	adult	winter	-1000	1900	["McGhee, Robert. Ancient People of the Arctic"]
dl-386	cp-inuit	timekeeping	Seasonal Light Cycles	Inuit reckoned time by the returning patterns of sunlight, lunar cycles, and animal migrations, with named seasons tied to ecological events rather than fixed calendars.	all	all	all	all	-3000	1900	["MacDonald, John. The Arctic Sky"]
dl-387	cp-inuit	housing	Sod House Settlements	Semi-permanent Inuit sod houses (qarmaq) used whale bone or driftwood frames covered with sod and earth, providing winter insulation in areas without suitable snow.	all	all	all	winter	-3000	1900	["McGhee, Robert. Ancient People of the Arctic"]
dl-388	cp-inuit	diet	Muktuk Whale Skin	Inuit prized muktuk (raw whale skin and blubber) as a delicacy and essential source of vitamin C, preventing scurvy in the Arctic environment.	all	all	all	all	-3000	1900	["Borré, Kristen. Seal Blood, Inuit Blood, and Diet"]
dl-389	cp-inuit	social_customs	Wife Exchange Partnerships	Inuit established spouse exchange partnerships between families as a form of alliance-building, creating kinship bonds that ensured mutual aid across vast distances.	all	all	adult	all	-3000	1900	["Balikci, Asen. The Netsilik Eskimo"]
dl-390	cp-mississippian	housing	Mississippian Wattle-and-Daub Houses	Mississippian commoners lived in rectangular wattle-and-daub houses with thatched roofs, built around central plazas oriented toward platform mounds.	common	all	all	all	800	1600	["Pauketat, Timothy. Cahokia: Ancient America's Great City"]
dl-391	cp-mississippian	diet	Maize Agriculture	Mississippian peoples adopted intensive maize agriculture supplemented by beans, squash, sunflower, and gathered wild foods from river floodplains.	all	all	all	all	800	1600	["Smith, Bruce. The Emergence of Agriculture"]
dl-392	cp-mississippian	social_customs	Platform Mound Ceremonies	Mississippian chiefs conducted ceremonies atop flat-topped earthen mounds, with the largest at Cahokia rising 30 meters and requiring millions of baskets of earth.	elite	all	adult	all	800	1400	["Pauketat, Timothy. Cahokia: Ancient America's Great City"]
dl-393	cp-mississippian	occupation	Shell Bead Production	Mississippian artisans produced marine shell beads and gorgets carved with iconographic designs, traded across the southeastern Ceremonial Complex network.	common	all	adult	all	800	1600	["King, Adam. Southeastern Ceremonial Complex"]
dl-394	cp-mississippian	commerce	Long-Distance Exchange	Mississippian trade networks exchanged copper from the Great Lakes, marine shell from the Gulf Coast, and mica from the Appalachians over thousands of kilometers.	merchant	all	adult	all	800	1600	["Muller, Jon. Mississippian Political Economy"]
dl-395	cp-mississippian	recreation	Chunkey Stone Game	Mississippians played chunkey, rolling a polished stone disc across a clay court while players threw spears to land closest to where the stone stopped.	all	male	adult	all	800	1600	["Pauketat, Timothy. Cahokia: Ancient America's Great City"]
dl-396	cp-mississippian	clothing	Feather Capes and Shell Jewelry	Mississippian elites wore feather capes, copper ear spools, and engraved marine shell gorgets displaying falcon and serpent imagery.	elite	all	adult	all	800	1600	["King, Adam. Southeastern Ceremonial Complex"]
dl-397	cp-mississippian	law	Chiefly Authority	Mississippian paramount chiefs wielded judicial authority as divine intermediaries, with their decisions enforced through a warrior class and religious sanction.	elite	male	adult	all	800	1600	["Pauketat, Timothy. Cahokia: Ancient America's Great City"]
dl-398	cp-mississippian	housing	Chief's Mound-Top Residence	Mississippian chiefs lived in large structures built atop platform mounds, physically elevated above the community to signify their sacred authority.	elite	all	all	all	800	1400	["Pauketat, Timothy. Cahokia: Ancient America's Great City"]
dl-399	cp-mississippian	timekeeping	Woodhenge Solar Calendar	Cahokia's Woodhenge, a circle of tall cedar posts, served as a solar calendar marking equinoxes and solstices for timing agricultural and ceremonial activities.	priestly	all	adult	all	900	1200	["Pauketat, Timothy. Cahokia: Ancient America's Great City"]
dl-400	cp-mississippian	education	Oral Tradition	Mississippian knowledge was transmitted orally through storytelling, with clan elders teaching children creation narratives, medicinal plant lore, and social protocols.	all	all	child	all	800	1600	["Hudson, Charles. The Southeastern Indians"]
dl-401	cp-mississippian	diet	Deer and Turkey Hunting	Mississippian men hunted white-tailed deer and wild turkey with bows and communal drives, with venison providing the primary animal protein.	common	male	adult	autumn	800	1600	["Hudson, Charles. The Southeastern Indians"]
dl-402	cp-mississippian	hygiene	River Bathing	Mississippian peoples bathed in rivers, with morning bathing a daily practice and specific purification baths required before ceremonies and after mourning.	all	all	all	all	800	1600	["Hudson, Charles. The Southeastern Indians"]
dl-403	cp-mississippian	transportation	Dugout Canoe Travel	Mississippian peoples traveled waterways in large dugout canoes carved from cypress or tulip poplar logs, capable of carrying trade goods and war parties.	all	all	adult	all	800	1600	["Hudson, Charles. The Southeastern Indians"]
dl-404	cp-great-zimbabwe	housing	Great Enclosure Walls	The Great Enclosure at Great Zimbabwe featured massive dry-stone walls up to eleven meters high built without mortar, housing the ruling elite.	elite	all	all	all	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
dl-405	cp-great-zimbabwe	diet	Cattle and Millet Diet	Great Zimbabwe's population subsisted on sorghum and millet porridge supplemented by cattle products, with large herds indicating the settlement's wealth.	all	all	all	all	1100	1450	["Huffman, Thomas. Snakes and Crocodiles"]
dl-406	cp-great-zimbabwe	commerce	Gold and Ivory Trade	Great Zimbabwe controlled the gold and ivory trade route to the Swahili coast, exchanging these commodities for glass beads, cloth, and Chinese ceramics.	merchant	all	adult	all	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
dl-407	cp-great-zimbabwe	occupation	Gold Mining and Smelting	Miners extracted gold from alluvial deposits and shallow underground workings, with smelters processing the ore using clay furnaces and bellows.	common	all	adult	dry	1100	1450	["Summers, Roger. Ancient Mining in Rhodesia"]
dl-408	cp-great-zimbabwe	social_customs	Soapstone Bird Carvings	Carved soapstone birds atop pillars served as totems of royal authority at Great Zimbabwe, possibly representing the fish eagle or Shona ancestral spirits.	elite	all	all	all	1100	1450	["Huffman, Thomas. Snakes and Crocodiles"]
dl-409	cp-great-zimbabwe	housing	Daga Hut Compounds	Common residents of Great Zimbabwe lived in daga (clay) huts with thatched roofs arranged in family compounds on the surrounding hillside.	common	all	all	all	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
dl-410	cp-great-zimbabwe	clothing	Cotton and Hide Garments	Inhabitants of Great Zimbabwe wore cotton cloth obtained through trade and animal hide garments, with imported glass beads and gold jewelry indicating status.	all	all	adult	all	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
dl-411	cp-great-zimbabwe	law	King's Court Justice	The mwene (king) of Great Zimbabwe presided over judicial matters, with a council of spirit mediums and senior officials advising on disputes and punishments.	elite	all	adult	all	1100	1450	["Beach, David. The Shona and Zimbabwe"]
dl-412	cp-great-zimbabwe	recreation	Music and Dance	Great Zimbabwe communities celebrated with music using mbira (thumb piano), drums, and marimba, with dance performances marking harvests and ceremonies.	all	all	all	all	1100	1450	["Berliner, Paul. The Soul of Mbira"]
dl-413	cp-great-zimbabwe	timekeeping	Agricultural Season Tracking	Great Zimbabwe communities tracked agricultural seasons by observing star positions and rainfall patterns, timing planting and harvesting of sorghum and millet.	all	all	adult	all	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
dl-414	cp-great-zimbabwe	education	Oral Historical Traditions	Knowledge at Great Zimbabwe was transmitted through oral traditions, with elder men and women teaching clan histories, agricultural knowledge, and spiritual practices.	all	all	child	all	1100	1450	["Beach, David. The Shona and Zimbabwe"]
dl-415	cp-great-zimbabwe	transportation	Overland Porterage	Trade goods at Great Zimbabwe were transported overland by human porters carrying loads on their heads along established paths to the Indian Ocean coast.	common	all	adult	dry	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
dl-416	cp-great-zimbabwe	hygiene	Herbal Medicine	Great Zimbabwe inhabitants used traditional herbal remedies prepared by n'anga (healers) from indigenous plants for ailments and spiritual cleansing.	all	all	all	all	1100	1450	["Gelfand, Michael. The Traditional Medical Practitioner in Zimbabwe"]
dl-417	cp-khmer	housing	Khmer Wooden Stilt Houses	Common Khmer people lived in wooden houses raised on stilts to cope with seasonal flooding, with thatched roofs and open living areas below.	common	all	all	all	802	1431	["Higham, Charles. The Civilization of Angkor"]
dl-418	cp-khmer	diet	Rice Paddy Agriculture	Khmer civilization was built on intensive wet rice agriculture, with the massive baray (reservoir) system at Angkor irrigating vast paddy fields.	all	all	all	all	802	1431	["Higham, Charles. The Civilization of Angkor"]
dl-419	cp-khmer	clothing	Sampot Cloth	Khmer men and women wore the sampot, a length of cloth wrapped around the lower body and pulled between the legs, with silk sampots for elites and cotton for commoners.	all	all	adult	all	802	1431	["Zhou Daguan. A Record of Cambodia"]
dl-420	cp-khmer	social_customs	Devaraja Cult	The Khmer devaraja (god-king) cult centered religious and political life around the divine monarch, with elaborate temple rituals reinforcing royal authority.	priestly	all	adult	all	802	1431	["Mabbett, Ian. The Devarāja Cult"]
dl-421	cp-khmer	occupation	Temple Construction Labor	Thousands of Khmer workers quarried, transported, and carved sandstone blocks for temple complexes like Angkor Wat, organized through corvee labor obligations.	common	male	adult	dry	802	1431	["Higham, Charles. The Civilization of Angkor"]
dl-422	cp-khmer	commerce	Angkor Market Trade	Zhou Daguan recorded bustling markets at Angkor where Chinese, Siamese, and Khmer merchants traded cloth, rice, fish, and forest products.	merchant	all	adult	all	802	1431	["Zhou Daguan. A Record of Cambodia"]
dl-423	cp-khmer	education	Sanskrit Scholarly Tradition	Khmer elites studied Sanskrit as the language of religion and scholarship, with inscriptions revealing knowledge of Hindu philosophy, astronomy, and medicine.	elite	male	adult	all	802	1431	["Coedès, George. The Indianized States of Southeast Asia"]
dl-424	cp-khmer	law	Royal Legal Authority	Khmer kings adjudicated disputes and administered law through provincial governors, with punishments including fines, imprisonment, and ordeal by submersion or hot iron.	all	all	adult	all	802	1431	["Zhou Daguan. A Record of Cambodia"]
dl-425	cp-khmer	recreation	Shadow Puppet Performance	Khmer communities enjoyed sbek thom shadow puppet performances depicting Ramayana episodes using large carved leather figures illuminated against a screen.	all	all	all	all	802	1431	["Pech, Tum Kravel. Sbek Thom: Khmer Shadow Theater"]
dl-426	cp-khmer	hygiene	Daily River Bathing	Khmer people bathed daily in rivers, lakes, and the barays surrounding Angkor, with Zhou Daguan noting their frequent and thorough bathing habits.	all	all	all	all	802	1431	["Zhou Daguan. A Record of Cambodia"]
dl-427	cp-khmer	transportation	Elephant Transport	Khmer elites traveled by elephant and oxcart, with elephants also serving military, ceremonial, and heavy construction transport roles at Angkor.	elite	all	adult	all	802	1431	["Higham, Charles. The Civilization of Angkor"]
dl-428	cp-khmer	timekeeping	Hindu Calendar System	The Khmer Empire used a Hindu-derived calendar system with Indian month names and a Saka era year count for dating inscriptions and scheduling festivals.	priestly	all	all	all	802	1431	["Coedès, George. The Indianized States of Southeast Asia"]
dl-429	cp-khmer	housing	Angkor Wat Temple Complex	Angkor Wat served as both Hindu temple and royal mausoleum, its five towers representing Mount Meru, surrounded by a moat symbolizing the cosmic ocean.	priestly	all	all	all	1113	1150	["Higham, Charles. The Civilization of Angkor"]
dl-430	cp-khmer	diet	Prahok Fermented Fish	Khmer cuisine relied on prahok, a fermented fish paste made from small freshwater fish, used as a flavoring base in virtually every dish.	all	all	all	all	802	1431	["Zhou Daguan. A Record of Cambodia"]
dl-431	cp-songhai	housing	Banco Mudbrick Architecture	Songhai cities like Gao and Timbuktu featured banco mudbrick buildings with flat roofs, thick walls for insulation, and interior courtyards for family life.	all	all	all	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-432	cp-songhai	diet	Millet and Rice Meals	Songhai commoners ate millet porridge (tô) and rice with sauces of okra, baobab leaves, and dried fish, supplemented by goat meat on festive occasions.	common	all	all	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-433	cp-songhai	education	Timbuktu University	The University of Sankore in Timbuktu attracted scholars from across the Islamic world, offering instruction in Quran, jurisprudence, astronomy, and medicine.	elite	male	adult	all	1464	1591	["Saad, Elias. Social History of Timbuktu"]
dl-434	cp-songhai	commerce	Trans-Saharan Gold-Salt Trade	Songhai controlled the trans-Saharan trade exchanging Saharan salt carried by camel caravans for West African gold, generating enormous imperial revenue.	merchant	all	adult	all	1464	1591	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-435	cp-songhai	social_customs	Islamic and Traditional Fusion	Songhai religious practice blended Islam with indigenous beliefs, with city dwellers attending mosque while rural communities maintained traditional spirit ceremonies.	all	all	all	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-436	cp-songhai	occupation	Niger River Fishing	Songhai bozo and sorko fishermen worked the Niger River using nets, traps, and harpoons, providing fish that was smoked and traded throughout the empire.	common	male	adult	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-437	cp-songhai	law	Qadi Court System	Songhai justice was administered by Islamic qadis in cities, with the askia (emperor) serving as supreme judge and maintaining a complex administrative hierarchy.	all	all	adult	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-438	cp-songhai	transportation	Niger River Canoe Travel	The Niger River served as the Songhai Empire's main transportation corridor, with large canoes carrying merchants, soldiers, and goods between cities.	all	all	adult	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-439	cp-songhai	clothing	Boubou Robes	Songhai men wore flowing boubou robes of cotton or imported silk, with the quality of fabric and embroidery indicating social status and wealth.	all	male	adult	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-440	cp-songhai	recreation	Griot Storytelling	Griots (jeliw) served as Songhai historians, musicians, and entertainers, performing epic narratives and genealogies accompanied by the kora and balafon.	all	all	all	all	1464	1591	["Hale, Thomas. Griots and Griottes"]
dl-441	cp-songhai	timekeeping	Islamic Prayer Schedule	Songhai Muslim communities organized daily life around the five Islamic prayer times, with muezzins calling from Timbuktu's numerous mosques.	all	all	all	all	1464	1591	["Saad, Elias. Social History of Timbuktu"]
dl-442	cp-songhai	hygiene	Ablution Before Prayer	Songhai Muslims performed wudu (ritual ablution) before each of the five daily prayers, washing hands, face, arms, and feet at mosque fountains.	all	all	all	all	1464	1591	["Hunwick, John. Timbuktu and the Songhay Empire"]
dl-443	cp-mali	housing	Sudanese Mud Architecture	Mali Empire communities built houses in the Sudanese architectural style with banco mud walls, using wooden roof beams protruding through walls for scaffold maintenance.	all	all	all	all	1235	1600	["Prussin, Labelle. Hatumere: Islamic Design in West Africa"]
dl-444	cp-mali	diet	Millet Beer and Grain	Mali commoners consumed millet as their staple grain, with millet beer (dolo) brewed for daily consumption and ceremonial occasions.	common	all	adult	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-445	cp-mali	commerce	Cowrie Shell Currency	The Mali Empire used cowrie shells as currency for everyday transactions, with gold dust reserved for large-scale trade and tribute payments.	all	all	adult	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-446	cp-mali	social_customs	Mansa's Court Protocol	Visitors to the Mansa (king) of Mali prostrated themselves and sprinkled dust on their heads, following elaborate court etiquette described by Ibn Battuta.	all	all	adult	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-447	cp-mali	education	Quranic Education	Mali Empire children attended Quranic schools where they memorized verses inscribed on wooden boards, with successful students continuing to advanced Islamic studies.	all	male	child	all	1235	1600	["Sanneh, Lamin. The Jakhanke Muslim Clerics"]
dl-448	cp-mali	occupation	Cotton Weaving	Mali weavers produced narrow-strip cotton cloth on horizontal looms, with strips sewn together to create blankets and garments traded across West Africa.	common	all	adult	all	1235	1600	["Kriger, Colleen. Cloth in West African History"]
dl-449	cp-mali	law	Mansa's Justice	The Mansa of Mali held public audiences to hear legal cases, with Ibn Battuta noting the empire's remarkable security and justice that allowed travelers to move safely.	all	all	adult	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-450	cp-mali	recreation	Oral Epic Performance	The Sundiata epic was performed by griots as entertainment and historical education, recounting the founding of the Mali Empire in elaborate sung narrative.	all	all	all	all	1235	1600	["Niane, D.T. Sundiata: An Epic of Old Mali"]
dl-451	cp-mali	clothing	Locally Woven Cotton	Mali commoners wore garments of locally woven cotton, while elites imported fine cloth and silk from North Africa through trans-Saharan trade.	all	all	adult	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-452	cp-mali	transportation	Donkey and Camel Caravans	Mali merchants used donkeys for local transport and joined camel caravans for the trans-Saharan crossing, a dangerous journey of weeks through the desert.	merchant	male	adult	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-453	cp-mali	timekeeping	Islamic and Agricultural Calendars	Mali communities used the Islamic lunar calendar for religious observances alongside an agricultural calendar based on seasonal rainfall and river flooding patterns.	all	all	all	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-454	cp-mali	hygiene	River Washing	Mali communities bathed and washed clothing in the Niger River and its tributaries, with Ibn Battuta noting the daily bathing practices of the population.	all	all	all	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-455	cp-khmer	social_customs	Water Festival	The Khmer celebrated the annual Bon Om Touk water festival marking the reversal of the Tonle Sap River's flow, with boat races and lantern floating.	all	all	all	autumn	802	1431	["Higham, Charles. The Civilization of Angkor"]
dl-456	cp-great-zimbabwe	social_customs	Rain-Making Ceremonies	Great Zimbabwe's rulers derived authority partly from rain-making ceremonies, with Mwari cult mediums performing rituals at sacred shrines during droughts.	priestly	all	adult	dry	1100	1450	["Ranger, Terence. The Historical Dimensions of Democracy and Human Rights in Zimbabwe"]
dl-457	cp-songhai	housing	Timbuktu Stone Houses	Wealthy Timbuktu merchants lived in two-story stone and mudbrick houses with multiple rooms, decorated interiors, and private libraries of manuscripts.	elite	all	all	all	1464	1591	["Saad, Elias. Social History of Timbuktu"]
dl-458	cp-mali	housing	Royal Palace at Niani	The Mansa's palace at Niani featured a domed audience hall, surrounding courtyards, and a raised platform from which the ruler addressed subjects.	elite	all	all	all	1235	1600	["Levtzion, Nehemia. Ancient Ghana and Mali"]
dl-459	cp-mongol	social_customs	Ovoo Sacred Cairns	Mongols built and venerated ovoo, sacred cairns of stones on hilltops and mountain passes, circling them three times and adding stones for good fortune.	all	all	all	all	1206	1368	["Heissig, Walther. The Religions of Mongolia"]
dl-460	cp-byzantine	diet	Spiced Wine and Mead	Byzantine elites enjoyed wine flavored with honey, spices, and resin (retsina), while mead and fruit wines were consumed across social classes.	all	all	adult	all	330	1453	["Dalby, Andrew. Flavours of Byzantium"]
