id	cuisine_id	name	food_type	time_origin	time_end
mexican-chiles-rellenos	mexican	Chiles Rellenos	Main Dish	-2000	null
mexican-pozole	mexican	Pozole	Soup/Stew	-2000	null
mexican-carnitas	mexican	Carnitas	Main Dish	-2000	null
mexican-ceviche	mexican	Ceviche	Seafood Dish	-2000	null
mexican-tortas	mexican	Tortas	Sandwich	-2000	null
mexican-sopes	mexican	Sopes	Appetizer	-2000	null
mexican-tostadas	mexican	Tostadas	Appetizer/Main	-2000	null
mexican-chilaquiles	mexican	Chilaquiles	Breakfast Dish	-2000	null
mexican-huevos-rancheros	mexican	Huevos Rancheros	Breakfast Dish	-2000	null
mexican-elote-mexican-street-corn	mexican	Elote (Mexican Street Corn)	Street Food	-2000	null
mexican-flautas	mexican	Flautas	Main Dish	-2000	null
mexican-barbacoa	mexican	Barbacoa	Main Dish	-2000	null
mexican-birria	mexican	Birria	Stew	-2000	null
mexican-cochinita-pibil	mexican	Cochinita Pibil	Main Dish	-2000	null
mexican-menudo	mexican	Menudo	Soup	-2000	null
mexican-gorditas	mexican	Gorditas	Main Dish	-2000	null
mexican-tlayudas	mexican	Tlayudas	Main Dish	-2000	null
mexican-sincronizadas	mexican	Sincronizadas	Main Dish	-2000	null
mexican-molletes	mexican	Molletes	Breakfast Dish	-2000	null
mexican-pico-de-gallo	mexican	Pico de Gallo	Salsa/Condiment	-2000	null
mexican-salsa-verde	mexican	Salsa Verde	Salsa/Condiment	-2000	null
mexican-salsa-roja	mexican	Salsa Roja	Salsa/Condiment	-2000	null
mexican-refried-beans-frijoles-refritos	mexican	Refried Beans (Frijoles Refritos)	Side Dish	-2000	null
mexican-mexican-rice-arroz-rojo	mexican	Mexican Rice (Arroz Rojo)	Side Dish	-2000	null
mexican-nachos	mexican	Nachos	Appetizer	-2000	null
mexican-burritos	mexican	Burritos	Main Dish	-2000	null
mexican-fajitas	mexican	Fajitas	Main Dish	-2000	null
mexican-chimichangas	mexican	Chimichangas	Main Dish	-2000	null
mexican-queso-fundido	mexican	Queso Fundido	Appetizer	-2000	null
mexican-esquites	mexican	Esquites	Side Dish	-2000	null
mexican-rajas-con-crema	mexican	Rajas con Crema	Side Dish	-2000	null
mexican-nopales	mexican	Nopales	Side Dish	-2000	null
mexican-calabacitas	mexican	Calabacitas	Side Dish	-2000	null
mexican-frijoles-charros	mexican	Frijoles Charros	Side Dish	-2000	null
mexican-sopa-de-tortilla	mexican	Sopa de Tortilla	Soup	-2000	null
mexican-albondigas-soup	mexican	Albondigas Soup	Soup	-2000	null
mexican-caldo-de-res	mexican	Caldo de Res	Soup	-2000	null
mexican-caldo-de-pollo	mexican	Caldo de Pollo	Soup	-2000	null
mexican-coctel-de-camaron	mexican	Coctel de Camaron	Appetizer	-2000	null
mexican-aguachile	mexican	Aguachile	Seafood Dish	-2000	null
mexican-tostadas-de-ceviche	mexican	Tostadas de Ceviche	Appetizer	-2000	null
mexican-camarones-a-la-diabla	mexican	Camarones a la Diabla	Main Dish	-2000	null
mexican-pescado-zarandeado	mexican	Pescado Zarandeado	Main Dish	-2000	null
mexican-empanadas	mexican	Empanadas	Appetizer/Snack	-2000	null
mexican-panucho	mexican	Panucho	Appetizer	-2000	null
mexican-papadzules	mexican	Papadzules	Main Dish	-2000	null
mexican-poc-chuc	mexican	Poc Chuc	Main Dish	-2000	null
mexican-machaca	mexican	Machaca	Main Dish	-2000	null
mexican-discada	mexican	Discada	Main Dish	-2000	null
mexican-cabrito	mexican	Cabrito	Main Dish	-2000	null
mexican-carne-asada	mexican	Carne Asada	Main Dish	-2000	null
mexican-arrachera	mexican	Arrachera	Main Dish	-2000	null
mexican-alambre	mexican	Alambre	Main Dish	-2000	null
mexican-tacos-de-lengua	mexican	Tacos de Lengua	Main Dish	-2000	null
mexican-tacos-de-cabeza	mexican	Tacos de Cabeza	Main Dish	-2000	null
mexican-tacos-de-suadero	mexican	Tacos de Suadero	Main Dish	-2000	null
mexican-tacos-dorados	mexican	Tacos Dorados	Main Dish	-2000	null
mexican-mulitas	mexican	Mulitas	Main Dish	-2000	null
mexican-vampiros	mexican	Vampiros	Main Dish	-2000	null
mexican-gringas	mexican	Gringas	Main Dish	-2000	null
mexican-pambazo	mexican	Pambazo	Sandwich	-2000	null
mexican-cemita	mexican	Cemita	Sandwich	-2000	null
mexican-lonches	mexican	Lonches	Sandwich	-2000	null
mexican-milanesa	mexican	Milanesa	Main Dish	-2000	null
mexican-chiles-en-nogada	mexican	Chiles en Nogada	Main Dish	-2000	null
mexican-rajas-poblanas	mexican	Rajas Poblanas	Side Dish	-2000	null
mexican-huitlacoche-quesadilla	mexican	Huitlacoche Quesadilla	Main Dish	-2000	null
mexican-queso-fresco	mexican	Queso Fresco	Cheese	-2000	null
mexican-crema-mexicana	mexican	Crema Mexicana	Condiment	-2000	null
mexican-chorizo	mexican	Chorizo	Sausage	-2000	null
mexican-chuleta	mexican	Chuleta	Main Dish	-2000	null
mexican-morcilla	mexican	Morcilla	Sausage	-2000	null
mexican-chicharrn	mexican	Chicharrón	Snack	-2000	null
mexican-tripas	mexican	Tripas	Main Dish	-2000	null
mexican-buche	mexican	Buche	Main Dish	-2000	null
mexican-choriqueso	mexican	Choriqueso	Appetizer	-2000	null
mexican-papas-con-chorizo	mexican	Papas con Chorizo	Side Dish	-2000	null
mexican-huevos-con-chorizo	mexican	Huevos con Chorizo	Breakfast Dish	-2000	null
mexican-huevos-a-la-mexicana	mexican	Huevos a la Mexicana	Breakfast Dish	-2000	null
mexican-enfrijoladas	mexican	Enfrijoladas	Main Dish	-2000	null
mexican-enmoladas	mexican	Enmoladas	Main Dish	-2000	null
mexican-entomatadas	mexican	Entomatadas	Main Dish	-2000	null
mexican-sopa-azteca	mexican	Sopa Azteca	Soup	-2000	null
mexican-sopa-de-lima	mexican	Sopa de Lima	Soup	-2000	null
mexican-sopa-de-fideo	mexican	Sopa de Fideo	Soup	-2000	null
mexican-arroz-con-leche	mexican	Arroz con Leche	Dessert	-2000	null
mexican-flan	mexican	Flan	Dessert	-2000	null
mexican-tres-leches-cake	mexican	Tres Leches Cake	Dessert	-2000	null
mexican-churros	mexican	Churros	Dessert	-2000	null
mexican-buuelos	mexican	Buñuelos	Dessert	-2000	null
mexican-pan-de-muerto	mexican	Pan de Muerto	Bread	-2000	null
mexican-conchas	mexican	Conchas	Bread	-2000	null
mexican-champurrado	mexican	Champurrado	Beverage	-2000	null
mexican-horchata	mexican	Horchata	Beverage	-2000	null
peruvian-ceviche	peruvian	Ceviche	Seafood Dish	-1000	null
peruvian-lomo-saltado	peruvian	Lomo Saltado	Main Dish	-1000	null
peruvian-aji-de-gallina	peruvian	Aji de Gallina	Main Dish	-1000	null
peruvian-anticuchos	peruvian	Anticuchos	Street Food	-1000	null
peruvian-causa-limea	peruvian	Causa Limeña	Appetizer	-1000	null
peruvian-pollo-a-la-brasa	peruvian	Pollo a la Brasa	Main Dish	-1000	null
peruvian-papa-a-la-huancana	peruvian	Papa a la Huancaína	Appetizer	-1000	null
peruvian-arroz-con-pollo	peruvian	Arroz con Pollo	Main Dish	-1000	null
peruvian-tacu-tacu	peruvian	Tacu Tacu	Side Dish	-1000	null
peruvian-rocoto-relleno	peruvian	Rocoto Relleno	Main Dish	-1000	null
peruvian-cuy-chactado	peruvian	Cuy Chactado	Main Dish	-1000	null
peruvian-pachamanca	peruvian	Pachamanca	Main Dish	-1000	null
peruvian-tiradito	peruvian	Tiradito	Seafood Dish	-1000	null
peruvian-leche-de-tigre	peruvian	Leche de Tigre	Beverage/Appetizer	-1000	null
peruvian-chupe-de-camarones	peruvian	Chupe de Camarones	Soup	-1000	null
peruvian-seco-de-cordero	peruvian	Seco de Cordero	Stew	-1000	null
peruvian-carapulcra	peruvian	Carapulcra	Stew	-1000	null
peruvian-olluquito-con-charqui	peruvian	Olluquito con Charqui	Stew	-1000	null
peruvian-aguadito	peruvian	Aguadito	Soup	-1000	null
peruvian-parihuela	peruvian	Parihuela	Soup	-1000	null
peruvian-chilcano	peruvian	Chilcano	Soup	-1000	null
peruvian-sudado-de-pescado	peruvian	Sudado de Pescado	Stew	-1000	null
peruvian-escabeche-de-pescado	peruvian	Escabeche de Pescado	Main Dish	-1000	null
peruvian-arroz-con-mariscos	peruvian	Arroz con Mariscos	Main Dish	-1000	null
peruvian-jalea	peruvian	Jalea	Main Dish	-1000	null
peruvian-chicharrn-de-calamar	peruvian	Chicharrón de Calamar	Appetizer	-1000	null
peruvian-chicharrn-de-pescado	peruvian	Chicharrón de Pescado	Main Dish	-1000	null
peruvian-chicharrn-de-pollo	peruvian	Chicharrón de Pollo	Main Dish	-1000	null
peruvian-chicharrn-de-cerdo	peruvian	Chicharrón de Cerdo	Main Dish	-1000	null
peruvian-butifarra	peruvian	Butifarra	Sandwich	-1000	null
peruvian-tamales-peruanos	peruvian	Tamales Peruanos	Main Dish	-1000	null
peruvian-humitas	peruvian	Humitas	Main Dish	-1000	null
peruvian-juane	peruvian	Juane	Main Dish	-1000	null
peruvian-tacacho-con-cecina	peruvian	Tacacho con Cecina	Main Dish	-1000	null
peruvian-inchicapi	peruvian	Inchicapi	Soup	-1000	null
peruvian-patarashca	peruvian	Patarashca	Main Dish	-1000	null
peruvian-caldo-de-gallina	peruvian	Caldo de Gallina	Soup	-1000	null
peruvian-shambar	peruvian	Shambar	Soup	-1000	null
peruvian-mondonguito-a-la-italiana	peruvian	Mondonguito a la Italiana	Stew	-1000	null
peruvian-sancochado	peruvian	Sancochado	Soup/Stew	-1000	null
peruvian-patasca	peruvian	Patasca	Soup	-1000	null
peruvian-adobo-arequipeo	peruvian	Adobo Arequipeño	Main Dish	-1000	null
peruvian-malaya	peruvian	Malaya	Main Dish	-1000	null
peruvian-cau-cau	peruvian	Cau Cau	Stew	-1000	null
peruvian-chanfainita	peruvian	Chanfainita	Stew	-1000	null
peruvian-salchipapas	peruvian	Salchipapas	Street Food	-1000	null
peruvian-papa-rellena	peruvian	Papa Rellena	Appetizer	-1000	null
peruvian-empanadas-peruanas	peruvian	Empanadas Peruanas	Appetizer	-1000	null
peruvian-tequeos	peruvian	Tequeños	Appetizer	-1000	null
peruvian-yuca-frita	peruvian	Yuca Frita	Side Dish	-1000	null
peruvian-choclo-con-queso	peruvian	Choclo con Queso	Side Dish	-1000	null
peruvian-cancha	peruvian	Cancha	Snack	-1000	null
peruvian-ocopa-arequipea	peruvian	Ocopa Arequipeña	Appetizer	-1000	null
peruvian-solterito	peruvian	Solterito	Salad	-1000	null
peruvian-ensalada-de-palta	peruvian	Ensalada de Palta	Salad	-1000	null
peruvian-ensalada-rusa	peruvian	Ensalada Rusa	Salad	-1000	null
peruvian-sarsa-criolla	peruvian	Sarsa Criolla	Condiment	-1000	null
peruvian-aj-amarillo-sauce	peruvian	Ají Amarillo Sauce	Sauce	-1000	null
peruvian-aj-panca-sauce	peruvian	Ají Panca Sauce	Sauce	-1000	null
peruvian-huancana-sauce	peruvian	Huancaína Sauce	Sauce	-1000	null
peruvian-arroz-chaufa	peruvian	Arroz Chaufa	Main Dish	-1000	null
peruvian-tallarin-saltado	peruvian	Tallarin Saltado	Main Dish	-1000	null
peruvian-wantan-frito	peruvian	Wantan Frito	Appetizer	-1000	null
peruvian-aeropuerto	peruvian	Aeropuerto	Main Dish	-1000	null
peruvian-enrollado-de-pollo	peruvian	Enrollado de Pollo	Main Dish	-1000	null
peruvian-estofado-de-pollo	peruvian	Estofado de Pollo	Stew	-1000	null
peruvian-pollo-al-horno	peruvian	Pollo al Horno	Main Dish	-1000	null
peruvian-milanesa	peruvian	Milanesa	Main Dish	-1000	null
peruvian-apanado	peruvian	Apanado	Main Dish	-1000	null
peruvian-chuleta-de-cerdo	peruvian	Chuleta de Cerdo	Main Dish	-1000	null
peruvian-costillas-de-cerdo	peruvian	Costillas de Cerdo	Main Dish	-1000	null
peruvian-adobo-de-chancho	peruvian	Adobo de Chancho	Main Dish	-1000	null
peruvian-chicharrones	peruvian	Chicharrones	Main Dish	-1000	null
peruvian-lechn	peruvian	Lechón	Main Dish	-1000	null
peruvian-rachi	peruvian	Rachi	Appetizer	-1000	null
peruvian-chunchules	peruvian	Chunchules	Appetizer	-1000	null
peruvian-mollejitas	peruvian	Mollejitas	Appetizer	-1000	null
peruvian-corazn-anticucho	peruvian	Corazón Anticucho	Street Food	-1000	null
peruvian-pollo-anticucho	peruvian	Pollo Anticucho	Street Food	-1000	null
peruvian-choclo-con-huevo	peruvian	Choclo con Huevo	Side Dish	-1000	null
peruvian-caldo-de-cabeza	peruvian	Caldo de Cabeza	Soup	-1000	null
peruvian-sopa-de-menestrn	peruvian	Sopa de Menestrón	Soup	-1000	null
peruvian-sopa-teolgica	peruvian	Sopa Teológica	Soup	-1000	null
peruvian-sopa-seca	peruvian	Sopa Seca	Main Dish	-1000	null
peruvian-caigua-rellena	peruvian	Caigua Rellena	Main Dish	-1000	null
peruvian-zapallo-relleno	peruvian	Zapallo Relleno	Main Dish	-1000	null
peruvian-yuca-al-ajillo	peruvian	Yuca al Ajillo	Side Dish	-1000	null
peruvian-camarones-al-ajillo	peruvian	Camarones al Ajillo	Main Dish	-1000	null
peruvian-pulpo-al-olivo	peruvian	Pulpo al Olivo	Appetizer	-1000	null
peruvian-suspiro-limeo	peruvian	Suspiro Limeño	Dessert	-1000	null
peruvian-mazamorra-morada	peruvian	Mazamorra Morada	Dessert	-1000	null
peruvian-arroz-con-leche	peruvian	Arroz con Leche	Dessert	-1000	null
peruvian-picarones	peruvian	Picarones	Dessert	-1000	null
peruvian-turrn-de-doa-pepa	peruvian	Turrón de Doña Pepa	Dessert	-1000	null
peruvian-alfajores	peruvian	Alfajores	Dessert	-1000	null
peruvian-king-kong	peruvian	King Kong	Dessert	-1000	null
peruvian-chocotejas	peruvian	Chocotejas	Dessert	-1000	null
peruvian-pisco-sour	peruvian	Pisco Sour	Beverage	-1000	null
peruvian-chicha-morada	peruvian	Chicha Morada	Beverage	-1000	null
peruvian-inca-kola	peruvian	Inca Kola	Beverage	-1000	null
polish-pierogi	polish	Pierogi	Dumpling	1200	null
polish-bigos	polish	Bigos	Stew	800	null
polish-urek	polish	Żurek	Soup	800	null
polish-barszcz	polish	Barszcz	Soup	800	null
polish-kotlet-schabowy	polish	Kotlet Schabowy	Main Dish	1200	null
polish-gobki	polish	Gołąbki	Main Dish	1200	null
polish-placki-ziemniaczane	polish	Placki Ziemniaczane	Side Dish	1200	null
polish-kielbasa	polish	Kielbasa	Sausage	1200	null
polish-flaki	polish	Flaki	Soup	800	null
polish-ros	polish	Rosół	Soup	800	null
polish-krupnik	polish	Krupnik	Soup	800	null
polish-ogrkowa	polish	Ogórkowa	Soup	800	null
polish-kapuniak	polish	Kapuśniak	Soup	800	null
polish-grochwka	polish	Grochówka	Soup	800	null
polish-czernina	polish	Czernina	Soup	800	null
polish-zrazy	polish	Zrazy	Main Dish	1200	null
polish-pulpety	polish	Pulpety	Meatball	1200	null
polish-klopsiki	polish	Klopsiki	Meatball	1200	null
polish-pasztet	polish	Pasztet	Pâté	1200	null
polish-smalec	polish	Smalec	Spread	1200	null
polish-oscypek	polish	Oscypek	Cheese	1200	null
polish-twarg	polish	Twaróg	Cheese	1200	null
polish-bryndza	polish	Bryndza	Cheese	1200	null
polish-kaszanka	polish	Kaszanka	Sausage	1200	null
polish-krakowska	polish	Krakowska	Sausage	1200	null
polish-kabanos	polish	Kabanos	Sausage	1200	null
polish-salceson	polish	Salceson	Sausage	1200	null
polish-wdlina	polish	Wędlina	Cured Meat	1200	null
polish-schab	polish	Schab	Main Dish	1200	null
polish-golonka	polish	Golonka	Main Dish	1200	null
polish-karkwka	polish	Karkówka	Main Dish	1200	null
polish-eberka	polish	Żeberka	Main Dish	1200	null
polish-piecze	polish	Pieczeń	Main Dish	1200	null
polish-pieczona-kaczka	polish	Pieczona Kaczka	Main Dish	1200	null
polish-pieczona-g	polish	Pieczona Gęś	Main Dish	1200	null
polish-karp	polish	Karp	Main Dish	1200	null
polish-led	polish	Śledź	Appetizer	1200	null
polish-tatar	polish	Tatar	Appetizer	1200	null
polish-led-w-mietanie	polish	Śledź w Śmietanie	Appetizer	1200	null
polish-led-w-oleju	polish	Śledź w Oleju	Appetizer	1200	null
polish-mizeria	polish	Mizeria	Salad	1200	null
polish-surwka-z-kapusty	polish	Surówka z Kapusty	Salad	1200	null
polish-saatka-jarzynowa	polish	Sałatka Jarzynowa	Salad	1200	null
polish-ledzie-w-oleju	polish	Śledzie w Oleju	Appetizer	1200	null
polish-makaron-z-serem	polish	Makaron z Serem	Main Dish	1200	null
polish-kopytka	polish	Kopytka	Dumpling	1200	null
polish-pyzy	polish	Pyzy	Dumpling	1200	null
polish-kluski-lskie	polish	Kluski Śląskie	Dumpling	1200	null
polish-leniwe	polish	Leniwe	Dumpling	1200	null
polish-uszka	polish	Uszka	Dumpling	1200	null
polish-krokiety	polish	Krokiety	Appetizer	1200	null
polish-naleniki	polish	Naleśniki	Pancake	1200	null
polish-racuchy	polish	Racuchy	Pancake	1200	null
polish-faworki	polish	Faworki	Dessert	1200	null
polish-pczki	polish	Pączki	Dessert	1200	null
polish-sernik	polish	Sernik	Dessert	1200	null
polish-makowiec	polish	Makowiec	Dessert	1200	null
polish-piernik	polish	Piernik	Dessert	1200	null
polish-szarlotka	polish	Szarlotka	Dessert	1200	null
polish-jabecznik	polish	Jabłecznik	Dessert	1200	null
polish-krwki	polish	Krówki	Candy	1200	null
polish-ptasie-mleczko	polish	Ptasie Mleczko	Candy	1200	null
polish-prince-polo	polish	Prince Polo	Candy	1200	null
polish-toffifee	polish	Toffifee	Candy	1200	null
polish-rogale-witomarciskie	polish	Rogale Świętomarcińskie	Dessert	1200	null
polish-koacz	polish	Kołacz	Dessert	1200	null
polish-babka	polish	Babka	Dessert	1200	null
polish-mazurek	polish	Mazurek	Dessert	1200	null
polish-murzynek	polish	Murzynek	Dessert	1200	null
polish-keks	polish	Keks	Dessert	1200	null
polish-biszkopt	polish	Biszkopt	Dessert	1200	null
polish-sekacz	polish	Sekacz	Dessert	1200	null
polish-napoleonka	polish	Napoleonka	Dessert	1200	null
polish-kremwka	polish	Kremówka	Dessert	1200	null
polish-wuzetka	polish	Wuzetka	Dessert	1200	null
polish-karpatka	polish	Karpatka	Dessert	1200	null
polish-pischinger	polish	Pischinger	Dessert	1200	null
polish-pierniczki	polish	Pierniczki	Cookie	1200	null
polish-ciastka-kruche	polish	Ciastka Kruche	Cookie	1200	null
polish-ciasteczka	polish	Ciasteczka	Cookie	1200	null
polish-herbatniki	polish	Herbatniki	Cookie	1200	null
polish-wafle	polish	Wafle	Cookie	1200	null
polish-rurki	polish	Rurki	Cookie	1200	null
polish-gofry	polish	Gofry	Waffle	1200	null
polish-chleb	polish	Chleb	Bread	1200	null
polish-buka	polish	Bułka	Bread	1200	null
polish-kajzerka	polish	Kajzerka	Bread	1200	null
polish-bagietka	polish	Bagietka	Bread	1200	null
polish-chleb-razowy	polish	Chleb Razowy	Bread	1200	null
polish-kompot	polish	Kompot	Beverage	1200	null
polish-sok	polish	Sok	Beverage	1200	null
polish-kawa	polish	Kawa	Beverage	1200	null
polish-herbata	polish	Herbata	Beverage	1200	null
polish-piwo	polish	Piwo	Beverage	1200	null
polish-wdka	polish	Wódka	Beverage	1200	null
polish-ubrwka	polish	Żubrówka	Beverage	1200	null
polish-liwowica	polish	Śliwowica	Beverage	1200	null
polish-krupnik-liqueur	polish	Krupnik (liqueur)	Beverage	1200	null
polish-mid-pitny	polish	Miód Pitny	Beverage	1200	null
polish-kisiel	polish	Kisiel	Dessert	1200	null
portuguese-bacalhau-brs	portuguese	Bacalhau à Brás	Main Dish	-200	null
portuguese-bacalhau-gomes-de-s	portuguese	Bacalhau à Gomes de Sá	Main Dish	-200	null
portuguese-caldo-verde	portuguese	Caldo Verde	Soup	-200	null
portuguese-francesinha	portuguese	Francesinha	Sandwich	-200	null
portuguese-pastel-de-nata	portuguese	Pastel de Nata	Dessert	-200	null
portuguese-arroz-de-marisco	portuguese	Arroz de Marisco	Main Dish	-200	null
portuguese-cataplana	portuguese	Cataplana	Stew	-200	null
portuguese-alheira	portuguese	Alheira	Sausage	-200	null
portuguese-chourio	portuguese	Chouriço	Sausage	-200	null
portuguese-piri-piri-chicken	portuguese	Piri Piri Chicken	Main Dish	-200	null
portuguese-sardinhas-assadas	portuguese	Sardinhas Assadas	Grilled Fish	-200	null
portuguese-polvo-lagareiro	portuguese	Polvo à Lagareiro	Main Dish	-200	null
portuguese-cozido-portuguesa	portuguese	Cozido à Portuguesa	Stew	-200	null
portuguese-tripas-moda-do-porto	portuguese	Tripas à Moda do Porto	Stew	-200	null
portuguese-aorda	portuguese	Açorda	Bread Soup	-200	null
portuguese-sopa-da-pedra	portuguese	Sopa da Pedra	Soup	-200	null
portuguese-feijoada	portuguese	Feijoada	Stew	-200	null
portuguese-arroz-de-pato	portuguese	Arroz de Pato	Main Dish	-200	null
portuguese-cabidela	portuguese	Cabidela	Stew	-200	null
portuguese-chanfana	portuguese	Chanfana	Stew	-200	null
portuguese-rojes	portuguese	Rojões	Main Dish	-200	null
portuguese-porco-alentejana	portuguese	Porco à Alentejana	Main Dish	-200	null
portuguese-bifana	portuguese	Bifana	Sandwich	-200	null
portuguese-prego	portuguese	Prego	Sandwich	-200	null
portuguese-pataniscas	portuguese	Pataniscas	Fritter	-200	null
portuguese-pastis-de-bacalhau	portuguese	Pastéis de Bacalhau	Appetizer	-200	null
portuguese-ameijoas-bulho-pato	portuguese	Ameijoas à Bulhão Pato	Appetizer	-200	null
portuguese-percebes	portuguese	Percebes	Seafood	-200	null
portuguese-conquilhas	portuguese	Conquilhas	Appetizer	-200	null
portuguese-lulas-recheadas	portuguese	Lulas Recheadas	Main Dish	-200	null
portuguese-caldeirada	portuguese	Caldeirada	Stew	-200	null
portuguese-arroz-de-cabidela	portuguese	Arroz de Cabidela	Main Dish	-200	null
portuguese-migas	portuguese	Migas	Side Dish	-200	null
portuguese-favas	portuguese	Favas	Side Dish	-200	null
portuguese-espetada	portuguese	Espetada	Grilled Skewers	-200	null
portuguese-bife-caf	portuguese	Bife à Café	Main Dish	-200	null
portuguese-bitoque	portuguese	Bitoque	Main Dish	-200	null
portuguese-picanha	portuguese	Picanha	Main Dish	-200	null
portuguese-carne-de-porco-alentejana	portuguese	Carne de Porco à Alentejana	Main Dish	-200	null
portuguese-ensopado-de-borrego	portuguese	Ensopado de Borrego	Stew	-200	null
portuguese-rancho	portuguese	Rancho	Stew	-200	null
portuguese-sopa-de-peixe	portuguese	Sopa de Peixe	Soup	-200	null
portuguese-gaspacho	portuguese	Gaspacho	Soup	-200	null
portuguese-sopa-de-legumes	portuguese	Sopa de Legumes	Soup	-200	null
portuguese-canja	portuguese	Canja	Soup	-200	null
portuguese-sopa-de-gro	portuguese	Sopa de Grão	Soup	-200	null
portuguese-queijadas	portuguese	Queijadas	Dessert	-200	null
portuguese-travesseiros	portuguese	Travesseiros	Dessert	-200	null
portuguese-ovos-moles	portuguese	Ovos Moles	Dessert	-200	null
portuguese-arroz-doce	portuguese	Arroz Doce	Dessert	-200	null
portuguese-leite-creme	portuguese	Leite Creme	Dessert	-200	null
portuguese-pudim-flan	portuguese	Pudim Flan	Dessert	-200	null
portuguese-pudim-abade-de-priscos	portuguese	Pudim Abade de Priscos	Dessert	-200	null
portuguese-bolo-de-arroz	portuguese	Bolo de Arroz	Dessert	-200	null
portuguese-bolo-rei	portuguese	Bolo Rei	Dessert	-200	null
portuguese-bolo-de-bolacha	portuguese	Bolo de Bolacha	Dessert	-200	null
portuguese-toucinho-do-cu	portuguese	Toucinho do Céu	Dessert	-200	null
portuguese-po-de-l	portuguese	Pão de Ló	Dessert	-200	null
portuguese-rabanadas	portuguese	Rabanadas	Dessert	-200	null
portuguese-filhs	portuguese	Filhós	Dessert	-200	null
portuguese-sonhos	portuguese	Sonhos	Dessert	-200	null
portuguese-azevias	portuguese	Azevias	Dessert	-200	null
portuguese-bolo-de-mel	portuguese	Bolo de Mel	Dessert	-200	null
portuguese-broas	portuguese	Broas	Bread	-200	null
portuguese-bolo-de-caco	portuguese	Bolo de Caco	Bread	-200	null
portuguese-po-alentejano	portuguese	Pão Alentejano	Bread	-200	null
portuguese-cornbread-broa	portuguese	Cornbread (Broa)	Bread	-200	null
portuguese-massa-sovada	portuguese	Massa Sovada	Bread	-200	null
portuguese-folar	portuguese	Folar	Bread	-200	null
portuguese-sericaia	portuguese	Sericaia	Dessert	-200	null
portuguese-morgado	portuguese	Morgado	Dessert	-200	null
portuguese-dom-rodrigo	portuguese	Dom Rodrigo	Dessert	-200	null
portuguese-barriga-de-freira	portuguese	Barriga de Freira	Dessert	-200	null
portuguese-papos-de-anjo	portuguese	Papos de Anjo	Dessert	-200	null
portuguese-trouxas-de-ovos	portuguese	Trouxas de Ovos	Dessert	-200	null
portuguese-fatias-douradas	portuguese	Fatias Douradas	Dessert	-200	null
portuguese-aletria	portuguese	Aletria	Dessert	-200	null
portuguese-lampreia-de-ovos	portuguese	Lampreia de Ovos	Dessert	-200	null
portuguese-cavacas	portuguese	Cavacas	Cookie	-200	null
portuguese-biscoitos	portuguese	Biscoitos	Cookie	-200	null
portuguese-broinhas	portuguese	Broinhas	Cookie	-200	null
portuguese-esquecidos	portuguese	Esquecidos	Cookie	-200	null
portuguese-vinho-do-porto	portuguese	Vinho do Porto	Beverage	-200	null
portuguese-vinho-verde	portuguese	Vinho Verde	Beverage	-200	null
portuguese-ginjinha	portuguese	Ginjinha	Beverage	-200	null
portuguese-moscatel	portuguese	Moscatel	Beverage	-200	null
portuguese-medronho	portuguese	Medronho	Beverage	-200	null
portuguese-licor-beiro	portuguese	Licor Beirão	Beverage	-200	null
portuguese-sumol	portuguese	Sumol	Beverage	-200	null
portuguese-galo	portuguese	Galão	Beverage	-200	null
portuguese-bica	portuguese	Bica	Beverage	-200	null
portuguese-mazagran	portuguese	Mazagran	Beverage	-200	null
portuguese-serra-da-estrela-cheese	portuguese	Serra da Estrela Cheese	Cheese	-200	null
portuguese-azeito-cheese	portuguese	Azeitão Cheese	Cheese	-200	null
portuguese-so-jorge-cheese	portuguese	São Jorge Cheese	Cheese	-200	null
portuguese-requeijo	portuguese	Requeijão	Cheese	-200	null
portuguese-presunto	portuguese	Presunto	Cured Meat	-200	null
portuguese-morcela	portuguese	Morcela	Sausage	-200	null
portuguese-farinheira	portuguese	Farinheira	Sausage	-200	null
portuguese-linguia	portuguese	Linguiça	Sausage	-200	null
spanish-paella	spanish	Paella	Rice Dish	-200	null
spanish-tapas	spanish	Tapas	Appetizer	-200	null
spanish-jamn-ibrico	spanish	Jamón Ibérico	Cured Meat	-200	null
spanish-gazpacho	spanish	Gazpacho	Soup	-200	null
spanish-tortilla-espaola	spanish	Tortilla Española	Egg Dish	-200	null
spanish-patatas-bravas	spanish	Patatas Bravas	Appetizer	-200	null
spanish-churros-con-chocolate	spanish	Churros con Chocolate	Dessert	-200	null
spanish-croquetas	spanish	Croquetas	Appetizer	-200	null
spanish-pimientos-de-padrn	spanish	Pimientos de Padrón	Appetizer	-200	null
spanish-pan-con-tomate	spanish	Pan con Tomate	Appetizer	-200	null
spanish-pulpo-a-la-gallega	spanish	Pulpo a la Gallega	Main Dish	-200	null
spanish-gambas-al-ajillo	spanish	Gambas al Ajillo	Appetizer	-200	null
spanish-calamares-a-la-romana	spanish	Calamares a la Romana	Appetizer	-200	null
spanish-albndigas	spanish	Albóndigas	Main Dish	-200	null
spanish-chorizo	spanish	Chorizo	Sausage	-200	null
spanish-morcilla	spanish	Morcilla	Sausage	-200	null
spanish-salchichn	spanish	Salchichón	Sausage	-200	null
spanish-sobrasada	spanish	Sobrasada	Sausage	-200	null
