id	culture_profile_id	structure_type	name	description	key_roles	inheritance_pattern	decision_making	related_kinship_system_id	time_period_start	time_period_end	sources
ss-256	cp-india-maurya	family_structure	Maurya Joint Family	The joint family (kutumba) was the foundation of Indian society. Multiple generations lived together under the authority of the eldest male, sharing property and resources.	Karta (Family Head)|Senior Wife|Son|Daughter-in-law|Younger Brother|Widow	patrilineal	autocratic	kin-028	-322	-185	Thapar, Early India
ss-257	cp-india-maurya	education_system	Maurya Gurukula System	Boys from upper castes studied under a guru (teacher) in a residential school (gurukula), learning the Vedas, philosophy, mathematics, warfare, and statecraft.	Guru (Teacher)|Brahmachari (Student)|Senior Student|Patron (King/Noble)	patrilineal	autocratic	kin-028	-322	-185	Mookerji, Ancient Indian Education
ss-258	cp-india-mughal	family_structure	Mughal Elite Household	Elite Mughal households included the zenana (women's quarters) managed by senior women. Marriage alliances between Rajput and Mughal families cemented political relationships.	Padshah|Begum (Queen)|Shahzada (Prince)|Shahzadi (Princess)|Zenana Matron	patrilineal	autocratic	kin-028	1526	1857	Lal, The Mughal Harem
ss-259	cp-india-mughal	legal_system	Mughal Judicial System	A multi-layered system combining sharia courts, imperial edicts (farmans), and Hindu customary law (dharmashastra). The emperor was the supreme appellate authority.	Padshah|Chief Qadi|Provincial Qadi|Mufti|Kotwal (Police Chief)|Panchayat Elder	patrilineal	autocratic	kin-028	1526	1857	Alam, The Crisis of Empire in Mughal North India
ss-260	cp-england-medieval	education_system	Medieval English Schools	Cathedral and monastic schools provided Latin-based education. The founding of Oxford (1096) and Cambridge (1209) created centers of higher learning for clergy and later laypeople.	Chancellor|Master|Scholar|Chorister|Grammar School Master	primogeniture	theocratic	kin-001	1066	1485	Orme, Medieval Schools
ss-261	cp-england-medieval	gender_roles	Medieval English Women	Women's legal status was defined by coverture; married women's property belonged to husbands. Widows gained more autonomy, and noblewomen could manage estates in their husbands' absence.	Queen|Noblewoman|Widow|Goodwife|Alewife|Anchoress	primogeniture	oligarchic	kin-001	1066	1485	Ward, Women in Medieval Europe
ss-262	cp-france-medieval	military_organization	French Feudal Army	The French king relied on feudal levies of knights and men-at-arms, supplemented by mercenary companies. The chevauchee (raiding expedition) was a common form of warfare.	King|Constable|Marshal|Knight|Man-at-Arms|Crossbowman|Levy Infantry	primogeniture	autocratic	kin-029	987	1500	Contamine, War in the Middle Ages
ss-263	cp-france-medieval	religious_hierarchy	French Medieval Church	The Gallican Church maintained some independence from Rome. Monasteries (Cluny, Citeaux) wielded great economic and spiritual power, and bishops were major feudal lords.	Archbishop|Bishop|Abbot|Prior|Canon|Parish Priest|Monk	primogeniture	theocratic	kin-029	987	1500	Lynch, The Medieval Church
ss-264	cp-france-medieval	education_system	French Medieval University	The University of Paris (founded c. 1150) became Europe's preeminent center of theology and philosophy. The faculty of arts, theology, law, and medicine each had their own governance.	Chancellor|Rector|Master|Doctor|Bachelier|Student	primogeniture	oligarchic	kin-029	1150	1500	Verger, Men of Learning in Europe at the End of the Middle Ages
ss-265	cp-hre	military_organization	Imperial Landsknecht Army	Mercenary infantry (Landsknechte) became the HRE's primary military force from the late 15th century. They fought in pike formations and served emperors across European battlefields.	Emperor|Oberst (Colonel)|Hauptmann (Captain)|Landsknecht|Doppelsoldner (Double-pay Soldier)|Drummer	elective	autocratic	kin-001	1486	1648	Baumann, Landsknechte
ss-266	cp-hre	education_system	HRE University System	German universities (Heidelberg, Prague, Vienna) spread from the 14th century. They became centers of Reformation thought and trained officials for territorial administration.	University Rector|Dean|Professor|Magister|Student|Bursar	elective	oligarchic	kin-001	1348	1806	Ruegg, A History of the University in Europe
ss-267	cp-norse	gender_roles	Norse Women's Rights	Viking-Age women could own property, request divorce, and reclaim their dowry. Widows and unmarried women had considerable legal standing compared to many medieval European women.	Husfreyja (Mistress)|Widow|Shield-Maiden (Legendary)|Volva (Seeress)|Slave Woman	patrilineal	democratic	kin-002	793	1100	Jochens, Women in Old Norse Society
ss-268	cp-japan-edo	military_organization	Edo Samurai Organization	Samurai served as hereditary retainers to daimyo, organized into hierarchical ranks. Peacetime roles included administration, policing, and maintaining martial arts traditions.	Daimyo|Karo (Chief Retainer)|Samurai|Ashigaru (Foot Soldier)|Ronin (Masterless Samurai)	primogeniture	autocratic	kin-010	1603	1868	Vaporis, Tour of Duty
ss-269	cp-japan-edo	legal_system	Edo Tokugawa Legal System	Laws varied by social class. The buke shohatto regulated samurai behavior, while different codes governed commoners. Magistrates (bugyo) administered justice in cities.	Shogun|Machi Bugyo (City Magistrate)|Kanjyo Bugyo (Finance Magistrate)|Doshin (Constable)	primogeniture	autocratic	kin-010	1603	1868	Henderson, Village Contracts in Tokugawa Japan
ss-270	cp-japan-edo	religious_hierarchy	Edo Period Buddhism and Shinto	The temple registration system (terauke) required all families to affiliate with a Buddhist temple. Shinto shrines maintained their own priesthoods alongside Buddhist institutions.	Shogun|Abbot (Monshu)|Temple Priest|Shinto Priest (Kannushi)|Yamabushi (Mountain Ascetic)	primogeniture	theocratic	kin-010	1603	1868	Tamamuro, The Development of the Temple-Parishioner System
ss-271	cp-japan-meiji	class_hierarchy	Meiji Abolition of Feudal Classes	The Meiji government abolished the four-class system, creating a new hierarchy: imperial family, kazoku (peerage), shizoku (former samurai), and heimin (commoners).	Emperor|Kazoku (Peer)|Shizoku (Former Samurai)|Heimin (Commoner)	primogeniture	oligarchic	kin-010	1868	1912	Jansen, The Making of Modern Japan
ss-272	cp-japan-meiji	legal_system	Meiji Legal Modernization	Japan adopted Western-style legal codes, blending French civil law and German constitutional law. The Meiji Constitution (1889) established an imperial parliament (Diet).	Emperor|Chief Justice|Judge|Procurator|Attorney|Diet Member	primogeniture	oligarchic	kin-010	1868	1912	Steenstrup, A History of Law in Japan Until 1868
ss-273	cp-korea-joseon	religious_hierarchy	Joseon Neo-Confucian Orthodoxy	Neo-Confucianism was the state ideology, displacing Buddhism. Confucian scholars conducted ancestral rites and managed state rituals, while Buddhism was suppressed but persisted.	King|Chief Scholar (Daejehak)|Confucian Academy Head|Ritual Master|Buddhist Monk (Marginalized)	patrilineal	oligarchic	kin-010	1392	1897	Deuchler, The Confucian Transformation of Korea
ss-274	cp-korea-joseon	military_organization	Joseon Military System	The Five Military Commands defended the capital, while provincial armies guarded borders. Military officials held lower prestige than civil officials in the yangban hierarchy.	King|Commander of Five Commands|Provincial Commander|Military Officer|Conscript Soldier	patrilineal	oligarchic	kin-010	1392	1897	Palais, Confucian Statecraft and Korean Institutions
ss-275	cp-korea-joseon	gender_roles	Joseon Gender Hierarchy	Neo-Confucian ideology strictly limited women's public roles. Women of yangban families were secluded; widows were prohibited from remarrying; women's property rights diminished over time.	Queen|Yangban Wife|Gisaeng (Entertainer)|Common Woman|Female Slave	patrilineal	autocratic	kin-010	1392	1897	Kim, The Memoirs of Lady Hyegyong
ss-276	cp-khmer	education_system	Khmer Temple Education	Temples served as centers of learning where monks taught reading, writing, Pali, Sanskrit, and Buddhist scripture. This tradition continued into the modern era.	Abbot|Senior Monk|Novice|Lay Student|Royal Scribe	patrilineal	theocratic		802	1431	Harris, Cambodian Buddhism: History and Practice
ss-277	cp-khmer	legal_system	Khmer Royal Justice	The devaraja served as supreme judge and source of law. Inscriptions document land disputes, property rights, and punishments administered through provincial courts.	Devaraja|Chief Judge|Provincial Judge|Temple Official|Scribe	primogeniture	autocratic		802	1431	Vickery, Society, Economics and Politics in Pre-Angkor Cambodia
ss-278	cp-mali	military_organization	Mali Imperial Army	The mansa commanded a large army including cavalry, infantry, and river flotillas. Military expansion under Sundiata and Mansa Musa created one of Africa's largest empires.	Mansa|Ton-Tigi (Army Chief)|Cavalry Commander|Infantry Captain|Archer|River Fleet Commander	patrilineal	autocratic		1235	1600	Conrad, Empires of Medieval West Africa
ss-279	cp-mali	legal_system	Mali Kouroukan Fouga	The Kouroukan Fouga (Charter of Manden) is an oral constitution attributed to Sundiata. It established rights, social organization, and dispute resolution for the Mande peoples.	Mansa|Council of Elders|Qadi|Village Chief|Griot (Oral Legal Witness)	patrilineal	oligarchic		1235	1600	Ki-Zerbo, Oral Tradition as a Source of African History
ss-280	cp-zimbabwe	military_organization	Great Zimbabwe Military	The state maintained warriors who defended territory and protected trade routes. Military power was linked to control of cattle and gold resources.	Mambo|War Chief|Warrior|Sentinel|Provincial Commander	patrilineal	autocratic		1100	1450	Pikirayi, The Zimbabwe Culture
ss-281	cp-zimbabwe	guilds_associations	Great Zimbabwe Trade Networks	Great Zimbabwe controlled the gold trade between the interior and Swahili coast ports. Specialized artisans produced sophisticated stone architecture and metalwork.	Trade Official|Gold Smelter|Stone Mason|Ivory Carver|Cotton Weaver	patrilineal	autocratic		1100	1450	Pikirayi, The Zimbabwe Culture
ss-282	cp-zulu	religious_hierarchy	Zulu Ancestor Veneration and Diviners	The Zulu recognized Unkulunkulu (the creator) and honored ancestor spirits (amadlozi) through ritual sacrifices. Diviners (izangoma) and herbalists (izinyanga) served as spiritual specialists.	Inkosi (Ritual Leader)|Isangoma (Diviner)|Inyanga (Herbalist)|Ancestor Spirit Medium|Ritual Elder	patrilineal	theocratic	kin-017	1816	1897	Berglund, Zulu Thought-Patterns and Symbolism
ss-283	cp-zulu	legal_system	Zulu Customary Law	The inkosi adjudicated disputes with the induna council. Offenses against the king (treason, sorcery) were capital crimes; civil disputes were settled through cattle compensation.	Inkosi|Induna (Judge)|Elder Council|Plaintiff|Accused	patrilineal	autocratic	kin-017	1816	1897	Gluckman, The Judicial Process Among the Barotse
ss-284	cp-igbo	legal_system	Igbo Customary Arbitration	Disputes were resolved through the council of elders, oath-swearing before shrines, and the judgment of oracles (notably the Arochukwu Long Juju). Restorative justice was preferred.	Council of Elders|Oracle Priest|Title Holder|Earth Priest|Disputants	patrilineal	democratic		-500	present	Isichei, A History of the Igbo People
ss-285	cp-igbo	education_system	Igbo Apprenticeship and Oral Education	Knowledge was transmitted through apprenticeship, age-grade training, and oral tradition. Specialized skills (smithing, medicine, divination) were taught within families or guilds.	Master Craftsman|Dibia (Traditional Teacher)|Age-Grade Instructor|Apprentice|Oral Historian	patrilineal	democratic		-500	present	Uchendu, The Igbo of Southeast Nigeria
ss-286	cp-haudenosaunee	education_system	Haudenosaunee Oral Education	Education occurred through storytelling, observation, and participation in community life. The Thanksgiving Address and creation narratives transmitted cultural knowledge across generations.	Clan Mother|Elder Teacher|Faith Keeper|Parent|Child	matrilineal	consensus	kin-021	1142	present	Fenton, The Great Law and the Longhouse
ss-287	cp-hawaii	military_organization	Hawaiian Warrior Class	The ali'i maintained a warrior class for inter-island conflicts and territorial expansion. Kamehameha I used Western firearms and naval tactics to unify the islands.	Ali'i Nui|War Leader|Koa (Warrior)|Kahuna Kilokilo (War Priest)	primogeniture	autocratic	kin-006	1000	1893	Kirch, How Chiefs Became Kings
ss-288	cp-hawaii	legal_system	Hawaiian Kapu Law	The kapu system regulated all aspects of life through sacred prohibitions. Violations were punishable by death, with the pu'uhonua (place of refuge) offering sanctuary for transgressors.	Ali'i Nui|Kahuna Nui|Ilamuku (Executor of Kapu)|Pu'uhonua Keeper	bilateral	theocratic	kin-006	1000	1819	Malo, Hawaiian Antiquities
ss-289	cp-hawaii	education_system	Hawaiian Knowledge Transmission	Knowledge was transmitted orally through chants (mele), genealogies (mo'oku'auhau), and apprenticeship. Halau (schools) trained experts in hula, navigation, and other specialized arts.	Kumu (Master Teacher)|Haumana (Student)|Kahuna (Expert)|Navigation Master	bilateral	autocratic	kin-006	1000	1893	Beckwith, Hawaiian Mythology
ss-290	cp-maori	legal_system	Maori Utu (Reciprocity) System	Maori justice was based on utu (reciprocity/balance). Wrongs required redress through compensation, counter-raids, or peace-making ceremonies to restore mana and balance.	Rangatira|Kaumatua (Elder)|Tohunga|War Party Leader|Peacemaker	bilateral	consensus	kin-007	1300	present	Mead, Tikanga Maori: Living by Maori Values
ss-291	cp-maori	education_system	Maori Whare Wananga	The whare wananga (houses of learning) were sacred institutions where tohunga transmitted advanced knowledge of genealogy, astronomy, agriculture, and ritual to selected students.	Tohunga (Master)|Senior Student|Junior Student|Kaumatua (Patron)	bilateral	theocratic	kin-007	1300	present	Best, The Whare Kohanga and its Lore
ss-292	cp-san	education_system	!Kung San Knowledge Transmission	Knowledge was transmitted through observation, imitation, storytelling, and shared experience. Children learned tracking, gathering, and social skills by participating in daily life from an early age.	Elder Teacher|Experienced Hunter|Experienced Gatherer|Child Learner	bilateral	consensus		-20000	present	Lee, The Dobe Ju/'hoansi
ss-293	cp-trobriand	legal_system	Trobriand Sorcery-Based Social Control	Social order was maintained through fear of sorcery, chiefly authority, and reciprocal obligations. Chiefs mediated disputes, and suspected sorcerers faced public accusation.	Paramount Chief|Village Chief|Sorcerer (Bwagau)|Disputants|Clan Elder	matrilineal	oligarchic	kin-018	-500	present	Malinowski, Crime and Custom in Savage Society
ss-294	cp-byzantine	family_structure	Byzantine Oikos	The household (oikos) was the basic social unit. Women's lives centered on the household, though elite women could hold property, found monasteries, and influence politics.	Patriarch|Kyria (Mistress)|Son|Daughter|Domestic Servant|Eunuch Steward	patrilineal	autocratic	kin-029	330	1453	Herrin, Women in Purple
ss-295	cp-byzantine	guilds_associations	Byzantine Trade Guilds	The Book of the Eparch (10th century) regulated Constantinople's guilds, controlling prices, locations, and practices of silk merchants, bakers, goldsmiths, and other tradesmen.	Eparch (City Prefect)|Guild Warden|Master Craftsman|Journeyman|Apprentice	patrilineal	autocratic	kin-029	330	1453	Lopez, The Book of the Eparch
ss-296	cp-abbasid	family_structure	Abbasid Elite Household	Elite households included the harem, managed by senior women, with slaves, eunuchs, and concubines. Marriage alliances cemented political relationships between powerful families.	Patriarch|Senior Wife|Concubine|Son|Daughter|Eunuch|Slave	patrilineal	autocratic	kin-011	750	1258	Ahmed, Women and Gender in Islam
ss-297	cp-songhai	family_structure	Songhai Patrilineal Household	The patrilineal extended family was the basic unit. Polygyny was practiced among the elite. Both Islamic and pre-Islamic kinship norms influenced family structure.	Family Head|Senior Wife|Junior Wife|Son|Daughter|Dependent	patrilineal	autocratic		1464	1591	Hunwick, Timbuktu and the Songhay Empire
ss-298	cp-ashanti	education_system	Ashanti Oral and Artisan Education	Knowledge was transmitted through oral tradition, apprenticeship in craft guilds, and initiation into abosom priesthood. Royal court officials trained in Ashanti history and law.	Master Artisan|Court Historian (Okyeame)|Priest Teacher|Apprentice|Initiate	matrilineal	oligarchic	kin-018	1670	1902	Rattray, Ashanti
ss-299	cp-benin	family_structure	Benin Patrilineal Family	Patrilineal extended families occupied compounds with the eldest male as head. Primogeniture determined succession to the Oba and to lesser titles within each lineage.	Family Head (Okaegbe)|Senior Wife|First Son|Younger Son|Daughter	primogeniture	autocratic		1180	1897	Bradbury, Benin Studies
ss-300	cp-benin	legal_system	Benin Royal Justice	The Oba served as supreme judge, delegating judicial authority to chiefs. Offenses against the Oba were treated as treason. Trial by ordeal and oath-swearing were common legal mechanisms.	Oba|Onogie (District Chief)|Palace Court Official|Witness|Accused	primogeniture	autocratic		1180	1897	Igbafe, Benin Under British Administration
ss-301	cp-swahili	legal_system	Swahili Islamic Courts	Qadis administered justice based on Shafi'i school of Islamic law. Cases involving trade, inheritance, and family disputes were adjudicated in the mosque or court of the sultan.	Sultan|Qadi|Mufti|Witness (Shahid)|Merchant (Litigant)	patrilineal	theocratic	kin-011	800	1500	Pouwels, Horn and Crescent
ss-302	cp-swahili	education_system	Swahili Quranic Schools	Education centered on Quranic schools (chuo) where children learned Arabic script, Quran recitation, and Islamic studies. Advanced students traveled to Hadramawt or Oman for further learning.	Mwalimu (Teacher)|Sheikh|Advanced Student|Child Student|Hafiz (Quran Memorizer)	patrilineal	theocratic	kin-011	800	1500	Middleton, The World of the Swahili
ss-303	cp-tonga-polynesian	military_organization	Tongan Maritime Warfare	Tongan chiefs maintained war fleets of large double-hulled canoes (kalia). Tonga projected military power across western Polynesia, establishing tributary relationships with Samoa and Fiji.	Tu'i Tonga|War Chief|Fleet Commander|Warrior|Canoe Builder	patrilineal	autocratic	kin-006	950	1875	Kirch, The Evolution of the Polynesian Chiefdoms
ss-304	cp-tonga-polynesian	legal_system	Tongan Chiefly Law	The tu'i and lesser chiefs administered justice based on custom and chiefly authority. Tapu (taboo) violations were punished severely, and chiefly decrees had the force of law.	Tu'i Tonga|Lesser Chief|Matapule (Mediator)|Accused|Community	patrilineal	autocratic	kin-006	950	1875	Gifford, Tongan Society
ss-305	cp-tonga-polynesian	education_system	Tongan Oral Knowledge Systems	Knowledge of navigation, genealogy, history, and ritual was transmitted orally by specialists. Master navigators taught star paths, ocean currents, and wayfinding techniques.	Master Navigator|Toutai (Fishing Expert)|Genealogist|Storyteller|Student	patrilineal	autocratic	kin-006	950	1875	Bott, Tongan Society at the Time of Captain Cook's Visits
ss-306	cp-modern-western	military_organization	Modern Western Professional Armed Forces	Professional volunteer armed forces organized into army, navy, and air force branches. Civilian control of the military through elected officials is a fundamental democratic principle.	Commander-in-Chief|General|Admiral|Colonel|Sergeant|Private|Civilian Defense Secretary	bilateral	democratic	kin-001	1776	present	Huntington, The Soldier and the State
ss-307	cp-india-maurya	gender_roles	Maurya-Era Women's Roles	The Arthashastra documented diverse roles for women including spies, courtesans, artisans, and guards. However, Dharmashastra texts increasingly restricted women's autonomy.	Queen|Courtesan (Ganika)|Female Spy|Artisan Woman|Farmer's Wife	patrilineal	autocratic	kin-028	-322	-185	Thapar, Early India
ss-308	cp-india-mughal	gender_roles	Mughal Elite Women	Mughal elite women wielded power behind the purdah. Nur Jahan effectively ruled during Jahangir's reign; Jahanara and Roshanara influenced succession politics.	Padshah Begum|Begum (Queen)|Princess (Shahzadi)|Zenana Woman|Serving Woman	patrilineal	autocratic	kin-028	1526	1857	Lal, The Mughal Harem
ss-309	cp-chinese-song	family_structure	Song Neo-Confucian Family	Zhu Xi codified family rituals including weddings, funerals, and ancestor worship. The extended patrilineal family remained ideal, with lineage trusts (yizhuang) supporting clan members.	Patriarch|Senior Wife|Eldest Son|Daughter-in-law|Lineage Elder|Clan Trustee	patrilineal	autocratic	kin-010	960	1279	Ebrey, Confucianism and Family Rituals in Imperial China
ss-310	cp-chinese-song	gender_roles	Song Dynasty Women	Women's status declined as Neo-Confucian ideology spread. Foot-binding began among elites, widow remarriage was discouraged, and women's property rights were curtailed compared to Tang Dynasty.	Empress|Noble Woman|Scholar's Wife|Concubine|Commoner Woman|Courtesan	patrilineal	autocratic	kin-010	960	1279	Ebrey, The Inner Quarters
