Cuisine,Item Number,Food Item,Food Type
Vietnamese,74,Banh Gio,Dumpling
Vietnamese,75,Banh It Tran,Dumpling
Vietnamese,76,Oc (Snails),Appetizer
Vietnamese,77,Oc Len Xao,Stir-Fry
Vietnamese,78,Ngheu Hap,Steamed Clams
Vietnamese,79,So Huyet Nuong,Grilled Clams
Vietnamese,80,Muc Xao,Stir-Fry
Vietnamese,81,Muc Nuong,Grilled Squid
Vietnamese,82,Tom Rang Muoi,Fried Shrimp
Vietnamese,83,Tom Hum,Lobster Dish
Vietnamese,84,Cua Rang Me,Crab Dish
Vietnamese,85,Goi Ca,Salad
Vietnamese,86,Goi Tom,Salad
Vietnamese,87,Goi Tai Heo,Salad
Vietnamese,88,Bun Oc,Noodle Soup
Vietnamese,89,Bun Mam,Noodle Soup
Vietnamese,90,Bun Ca,Noodle Soup
Vietnamese,91,Lau Thai,Hot Pot
Vietnamese,92,Lau Hai San,Hot Pot
Vietnamese,93,Lau Bo,Hot Pot
Vietnamese,94,Ca Phe Sua Da,Beverage
Vietnamese,95,Ca Phe Trung,Beverage
Vietnamese,96,Nuoc Mia,Beverage
Vietnamese,97,Sinh To,Beverage
Vietnamese,98,Tra Da,Beverage
Vietnamese,99,Ruou Can,Beverage
Vietnamese,100,Bia Hoi,Beverage
